,Comment,id,date,Pos,Neg,Neu
101,Even Doug Demuro didn't  know that Alpina came stock in Alpina Green as he questioned why the steering wheel was accented in green along with the M stripes.,"
 @lazeemtaylor9949
 ",1 year ago (edited),0.0,0.051,0.949
102,That b58 is a beast,"
 @jbyrd07
 ",1 year ago,0.0,0.0,1.0
103,"Loving the hair Yuri!! 
1. Genesis GV70 
2. BMW X4 M40
3. Infiniti QX55","
 @doublesidedtape1000
 ",1 year ago,0.256,0.0,0.744
104,"My mom bought one of these.  She has the same complaint about the seats.  I find the power delivery super boring compared even to my N55 X5, let alone my e46 m3.","
 @drivescene6747
 ",1 year ago,0.104,0.174,0.722
105,"Top dog in the segment at the moment, followed closely by the GLC43 AMG and the GV70 3.5t sport prestige","
 @lemeraudechic8832
 ",1 year ago (edited),0.087,0.0,0.913
106,"J’aimerais bien l’acheter mais en France ça coûte une fortune et le malus ça devient un cauchemar le prix, mais peut-être dans les années à venir avec un peu la baisse de prix","
 @qiqi7226
 ",8 days ago,0.0,0.0,1.0
107,"question about this version x3 m40i ,  official website said that ""M sport diff is available as standard on m40i""  what are the differences between a normal m40i's x drive and a m40i with m sport diff? does your tester has m sport diff?","
 @behdadbanan
 ",1 year ago,0.0,0.0,1.0
108,"Poor Man’s  “M” suv. Love it!!
P.S. Poor is debatable given these prices lol","
 @cuzfaster1317
 ",1 year ago,0.319,0.261,0.42
109,"I agree with jacob, as a m owner, the m mirror cap is too much. It just no longer makes full m models feel special anymore, and i kinda dislike it.","
 @MisterSkizzels
 ",1 year ago,0.169,0.147,0.684
110,"The B58 will be the new LS1.  The thing rips in my new Supra, and you just breathe on them and they are making 100hp/100tq more.","
 @avis6544
 ",1 year ago,0.0,0.0,1.0
111,I love the fact that from 99% of the comments here people compared the m40i to the new GV70. Not to Mercedes or audi. That just show how far Genesis has gone. And For 10k less it's a no brainer.,"
 @jdmmaster345
 ",1 year ago,0.1,0.046,0.855
112,My 420i M sport has more more M badges than my M4  never thought about it,"
 @DarkDetectiveLight
 ",1 year ago,0.0,0.0,1.0
113,"can somebody tell me how are the seats? I mean I like everything about the x3m40, but if the seats are uncomfortable, then it might be a no for me.","
 @miata1370
 ",1 year ago,0.055,0.194,0.751
114,Just ordered a '23 X3 M40i...Alpine White over Tacora Red Sensatec.   Now the wait begins!   Thanks for your review....helped me make our decision!,"
 @hefic
 ",4 months ago (edited),0.142,0.0,0.858
115,"I can't decide on the backlights. Anyway It's not my turn yet so It's not of any importance to me, probably will get the next model. I love the sedan/touring versions though, so I yet need to decide between 5er and x3.","
 @darealdrewskii
 ",1 year ago,0.097,0.049,0.854
116,"I work in test at Bmw Spartanburg. Drive them everyday, this is definitely a Suv to have. fast, comfortable family cars. ","
 @albertofelix8470
 ",1 year ago,0.261,0.0,0.739
