Name,Comment,Date
GT3hopeful,Looks like a lowered Stelvio with a new nose. Interior is very similar to Stelvio QF even down to steering wheel and seat seat design.Is it on the Stelvio platform and does it share the quadrifoglio engine/gearbox ?I paid discounted price of £66k for a well specced new Stelvio quadrifoglio last year but I bet this will be listed at £120k plus similar to outgoing trofeo which was at least a V8 so will be expensive badge and doesn’t make sense to me while Stelvio available as alternative?,"March 22, 2022"
Kawasicki,"DanL said:2xChevrons said:Is it just me or is this barely an SUV? It looks more like a large hatchback.Not just you, came here to post the same thing…A low SUV is just a large hatchback, obviously.I'm being facetious, but I know car companies struggle with this in reality.","March 22, 2022"
TheOctaneAddict,This has got to have the lowest ground clearance of any SUV,"March 22, 2022"
DanL,"Kawasicki said:2xChevrons said:Is it just me or is this barely an SUV? It looks more like a large hatchback.Not just you, came here to post the same thing…A low SUV is just a large hatchback, obviously.I'm being facetious, but I know car companies struggle with this in reality.Indeed, but the photos seems to show very low ground clearance, and little gap between the wheel and arch. Looks like a 6” kerb would cause it problems!Haven’t read the article properly to see if there’s air suspension or similar to allow it to drop, but if not…","March 22, 2022"
Nick Pappagiorgio,"Maser account on facebook has a couple of nicer shades. Loving the bronzey-gold metallic.....Having said that....despite me liking the Alfa Tonale but eagerly waiting for the Grecale, I'm now leaning back to the Tonale as a better lookerEdited by Nick Pappagiorgio on Tuesday 22 March 15:05","March 22, 2022"
Manic Street Sleeper,GT3hopeful said:Looks like a lowered Stelvio with a new nose. Interior is very similar to Stelvio QF even down to steering wheel and seat seat design.Is it on the Stelvio platform and does it share the quadrifoglio engine/gearbox ?I paid discounted price of £66k for a well specced new Stelvio quadrifoglio last year but I bet this will be listed at £120k plus similar to outgoing trofeo which was at least a V8 so will be expensive badge and doesn’t make sense to me while Stelvio available as alternative?Did you read the article or anything else relating to this car ?The V6 in the Trofeo is a retuned wet-sumped version of the Maserati MC20 engine and it will cost nowhere near the price of the Levante Trofeo.,"March 22, 2022"
GT3hopeful,"[quote=Manic Street Sleeper]Did you read the article or anything else relating to this car ?The V6 in the Trofeo is a retuned wet-sumped version of the Maserati MC20 engine and it will cost nowhere near the price of the Levante Trofeo.Yes did read article which is why I posted ?Will have to wait and see re price but yes found this re Nettuno engine :reworked Giulia V6 that uses dry sump and pre-chamber combustion system, so it has 2 spark plugs per cylinder. Because of pre-chamber combustion (some fancy F1 tech) it can produce almost 100 hp more than Giulia","March 22, 2022"
Pereldh,I guess all denials the MC20 V6 has ANYTHING to do with the Quadrifoglio V6 are now officially off the table..,"March 22, 2022"
Flat-Patch,"Looks like the lovechild of Mr Maserati and Ms Macan. I like it, but having owned a Ghibli, I'm praying it'll be the complete package. If so (and the pricing is right), I'm in.","March 22, 2022"
Court_S,"MDL111 said:That looks like it has been lowered to standard car ride height levelMy first thought too!The side and rear are generic / bland SUV blobs but the front....jesus, that's horrible.","March 22, 2022"
Magnum 475,The only thing I can say is:,"March 22, 2022"
Rumblestripe,Dumpy.,"March 22, 2022"
Dombilano,"So much hate already, I quite like it. Prettier than a SQ5 or Mercedes GLC","March 22, 2022"
Durzel,"I wouldn't even describe it as a mini SUV. It just looks like a bloated hatchback? Was ""SUV"" in the title an error?","March 22, 2022"
MotorSpeak,Looks a bit 90’s.,"March 22, 2022"
Lucky_Jim,Front is very odd ( not in a good way) and the rest of it could be essentially anything,"March 22, 2022"
Al U,"Deerfoot said:Headlights borrowed from the Ford Puma?People talk about cars being ""under wheeled"" but I think for me this is ""under headlighted"".Headlights look really small and out of proportion with the rest of the car to my eyes.","March 22, 2022"
CrgT16,Prefer this to the Macan.,"March 22, 2022"
Mackofthejungle,Where are the HVAC controls? Clearly forgot about them. Won't bother with this heap of st then.,"March 22, 2022"
BigChiefmuffinAgain,"dpop said:Bizarre press photos making it look like a slammed big hatchback as others have pointed out; when its dimensions are actually very similar to an Alfa Romeo StelvioIt's strange, isn't. They go to all that trouble to develop the car, spending hundred of millions, and then launch it in a very unflattering yellow colour against a yellow background. And no one spotted it or said anything.Makes you wonder what else they did wrong in the whole process which no one piped up about....","March 22, 2022"
CDP,A bit like a Seat Leon from 20 years ago but that's very unfair on the Seat.It looks like it should be Golf sized and what are they doing launching a new IC car in 2022?,"March 22, 2022"
Wadeski,"I don't hate the looks, but it shows how right Porsche got the Macan vs how ""off"" most of the other small SUVs look. The Macan is the only one that has tension in the design vs dumpiness.I bet this is going to be far too expensive as well, even for the 4-cyl (!?!?!) hybrid (!?!?!?).","March 22, 2022"
TA14,"GT3hopeful said:Manic Street Sleeper said:Did you read the article or anything else relating to this car ?The V6 in the Trofeo is a retuned wet-sumped version of the Maserati MC20 engine and it will cost nowhere near the price of the Levante Trofeo.Yes did read article which is why I posted ?Will have to wait and see re price but yes found this re Nettuno engine :""reworked Giulia V6 that uses dry sump and pre-chamber combustion system, so it has 2 spark plugs per cylinder. Because of pre-chamber combustion (some fancy F1 tech) it can produce almost 100 hp more than Giulia""but the wet sump version in the Trofeo is only about 20bhp more than the Stelvio.The car seems OK for an SUV but disappointing for a Maserati.","March 22, 2022"
Mark Asread,"It's fine, I suppose. I doubt Porsche are having any emergency meetings as a result of this launch.","March 22, 2022"
esotericar,"BigChiefmuffinAgain said:It's strange, isn't. They go to all that trouble to develop the car, spending hundred of millions, and then launch it in a very unflattering yellow colour against a yellow background. And no one spotted it or said anything.Makes you wonder what else they did wrong in the whole process which no one piped up about....Yellowgasm may have been thought desirable to counter / distract from the dated looks.This thing really does look like its launch was delayed at least five years.","March 22, 2022"
CDP,"Milemuncher said:Could it look any more bland?It's like Yes Prime Minister where they used high energy yellow wallpaper to try and distract people from the fact there was nothing new in his speech.Not actually offensive until you remember the brand they've done it to. If this were from a new Chinese company for under £30,000 it would be fine.","March 22, 2022"
esotericar,CDP said:It's like Yes Prime Minister where they used high energy yellow wallpaper to try and distract people from the fact there was nothing new in his speech.Stravinsky.,"March 22, 2022"
Maldini35,Those rear seats look comfy,"March 22, 2022"
nekrum,Is it me or have they lost the door pulls and replaced them with buttons?!.. WTF!..,"March 22, 2022"
British Beef,"2xChevrons said:Is it just me or is this barely an SUV? It looks more like a large hatchback.This seems to be the logical conclusion of the modern desire for everthing to be an SUV or CUV - manufacturers are pruning their offerings of estates, saloons and hatchbacks...but then making their SUVS/CUVs lower-riding and less bulky, so we're ending up back at hatchbacks and estates, but now they have slightly bulkier bodywork and some black plastic on their nether regions.My first thoughts were Maserati super-mini and thinking oh exciting, then I realised the scale was about x3 larger, and thinking FFS another bloated ugly SUV.","March 22, 2022"
Maccmike8,Need to see one in the flesh before I pass comment.,"March 22, 2022"
jbforce10,"Funkstar De Luxe said:They are really trying to own those fender vents, aren't they?They were using the triple side vents in the 40's so yes, they've claimed them as part of their design language for decades.","March 22, 2022"
Lee Jones Jnr,"Looks nice enough to me.It will be too small for what I use an SUV for but otherwise I might have one.It is a bit against the grain not bothering with the pretence that it might ever go off road, but as hardly any Macans or E-Paces ever do I don't suppose it really matters.","March 22, 2022"
TA14,"jbforce10 said:Funkstar De Luxe said:They are really trying to own those fender vents, aren't they?They were using the triple side vents in the 40's so yes, they've claimed them as part of their design language for decades.The 1930 Tipo 26M had three groups of vents... maybe a centenary coming up??","March 22, 2022"
jbforce10,"CDP said:what are they doing launching a new IC car in 2022?I assume for at least 8 years worth of sales before the first countries plan to ban new ICE cars.Although many countries have committed to 2030, several others are committing to 2035 and 2040 and I could see those struggling with charging infrastructure slipping by at least 5 years.","March 22, 2022"
TA14,"jbforce10 said:CDP said:what are they doing launching a new IC car in 2022?I assume for at least 8 years worth of sales before the first countries plan to ban new ICE cars.Although many countries have committed to 2030, several others are committing to 2035 and 2040 and I could see those struggling with charging infrastructure slipping by at least 5 years.Exactly. Launch with the V6 flagship model, mainly sell the hybrid for now, with the BEV to come next year which will slowly take a bigger proportion of sales. Is that not standard car company strategy?","March 22, 2022"
Bencolem,"I just don't understand that Maserati stands for anymore unfortunately, seems woefully generic to me now.Somehow it's still very aspirational here in the US which I just don't get; my next door neighbour has a Levante and the rear passenger side plastic wheelarch trim just fell off the car whilst it was parked up.","March 22, 2022"
TA14,"Bencolem said:I just don't understand that Maserati stands for anymore unfortunately, seems woefully generic to me now.Somehow it's still very aspirational here in the US which I just don't get; my next door neighbour has a Levante and the rear passenger side plastic wheel arch trim just fell off the car whilst it was parked up.MC20 looks nice. Big wait from the Bora/Merak though.","March 22, 2022"
Water Fairy,"Dombilano said:So much hate already, I quite like it. Prettier than a SQ5 or Mercedes GLCThat's like saying Diane Abbott is more attractive than Anne Widdecombe","March 22, 2022"
SydneyBridge,This looks better,"March 22, 2022"
The spinner of plates,Take the trident logo and x3 wing vents off and it could be….… well anything really.,"March 22, 2022"
mackie1,Generic hatchback but 30% larger? I don’t really see the appeal.,"March 22, 2022"
Bloxxcreative,"There's alot of design going on there. I'm seeing jag, maser, Ford, audi. I know there's not much that can be done that's new in the suv sector and it's not the most flattering of shapes anyway but this looks terrible to me.","March 22, 2022"
CoolHands,I like the bronzy colour,"March 22, 2022"
Hackney2,‘AKA’ Ford Puma MK11.,"March 22, 2022"
British Beef,SydneyBridge said:This looks betterYou cant polish a turd! Even spraying it in matt brown wont help :-),"March 22, 2022"
LuS1fer,"Cayenne x Audi x Puma.There seems far less departure from a norm in the ""styling"" of SUVs.Seems basically a standard SUV shape with the company grille stuck on. I have never been less excited.But really, WHY does this look like a VAG product?Edited by LuS1fer on Tuesday 22 March 20:30","March 22, 2022"
oilit,Looks like a cut and shut with a audi q something at the back and v1.0 porsche cayanne at the front……yawn,"March 22, 2022"
StescoG66,"Looks like a bloated Ford Focus on steroids.I am an Italian Car fanboy, but this does fk all for me. Don’t do SUVs either so the motoring landscape has never looked worse to my eyes.......","March 22, 2022"
oedipus,Intrigued? No.,"March 22, 2022"
ducnick,"One of my neighbours has got one already.. oh no it’s a Ford kuga, but they look so similar.There is a fairly complex equation that determines how good looking a car can be. It’s based on size, height, number of doors, number of seats, luggage capacity etc. as a car becomes more practical it becomes harder to design it to look good. Let’s face it, any school kid could sketch a good looking gt car. Try sketching a good looking car that seats 5, has 4 doors, can fit in a U.K. parking space with room to open the door etc it’s hellishly complicated by the packaging requirements of transverse engine, fwd etc.When designing a gt car the designer may features from the stylistic toolbox eg flying buttresses, double bubble roof , coke bottle hips etc to create a pleasing silhouette, that doesn’t work when designing a small crossover. Packaging necessities result in them all looking basically the same. All you can do is resort to different grille, non functional vents etc to differentiate them.Edited by ducnick on Tuesday 22 March 21:08","March 22, 2022"
markyb000,"jag front, macan middle and kia rear, surely could have done better??","March 22, 2022"
5harp3y,Insert generic SUV design here,"March 22, 2022"
Nicolas Lazar,Ugly. And what is the point when they already have the Levante.,"March 22, 2022"
Lurking,"I read the heading as greyscale.Having looked at the photos, and read the article I'll keep on calling it that - seems apt given how boring and monotone the car and the concept is......","March 22, 2022"
ntiz,Just feels like Maserati are a decade behind the competition.Only just bringing out a supercar and small SUV. No plug in hybrids etc.Just feels like it’s all about stale and been done before.,"March 22, 2022"
DeltaEvo2,Better looking and classier than a Porsche or Audi. I like it.,"March 22, 2022"
georgeyboy12345,Looks like a bloated Fiat Grande Punto,"March 22, 2022"
forzaminardi,"For most of the brand's life you could forgive the fundamental iffyness of the cars thanks to their styling. As the first poster said, even for mid-size 'performance' SUVs this looks dated and bland. You'd have to really want the badge to buy this, unless the driving experience really is something special.","March 22, 2022"
foxhounduk,"I like this!In black it'll look mean, especially with the 530bhp V6.I have a Stelvio Veloce; it looks very similar to this I think, although I need to see it in person to gauge the dimensions.The interior looks simple but elegant and the Sonus Faber sound system is a nice touch.They'll be on to something with this I reckon, they just need to price it right...","March 22, 2022"
Mark-C,Intrigued? No!,"March 23, 2022"
Wab1974uk,"Apart from the Ford Puma headlights, I don't mind the look of that.Certainly better looking than most other SUV'sEdited by Wab1974uk on Wednesday 23 March 09:13","March 23, 2022"
misterblonde,"I have a family. I want a car that carries my three kids and sounds nice. I am consigned to SUVs. I was looking forward to seeing this (not that I can afford one).But this is soooooo dull. Front end of a Puma grafted to the back end of a Focus. Urgh. A wasted opportunity, especially when Maser had some hype after the awesome MC20.","March 23, 2022"
Arsecati,"Take the badges off, and that could literally be ANY other SUV/Crossoverthing: Nissan? Ford? Kia? Alfa Romeo? Infiniti? All of them? Another identikit SUV/Crossoverthing, churned out in hope of appeasing the masses.","March 23, 2022"
TA14,"misterblonde said:I have a family. I want a car that carries my three kids and sounds nice. I am consigned to SUVs. I was looking forward to seeing this (not that I can afford one).But this is soooooo dull. Front end of a Puma grafted to the back end of a Focus. Urgh. A wasted opportunity, especially when Maser had some hype after the awesome MC20.Whilst there is clearly a large part of the population that want SUVs, I wonder how many are like you and (assuming that money was not a problem) might prefer a Bellagio or an XF V8 estate but are stuffed due to lack of availability. (OK, not many for the top end cars but those flagship models have lesser siblings.)","March 23, 2022"
MrGeoff,Inoffensive blob.,"March 23, 2022"
WCZ,looks alright to methe point here is it's getting people ready for the ferrari suv which is not actually an suv,"March 23, 2022"
Manic Street Sleeper,"It might be getting the PH masses ready to slag off the Ferrari FUV, but you do remember that Maserati and Ferrari are under different ownership now ?","March 23, 2022"
hornbaek,I have seen it in the flesh and it looks nice enough. It has a similar size than a Mecan or Stelvio. The interior looks much nicer than that in the Stelvio. With 500+ bhp it could be a good alternative than the usual suspects.,"March 23, 2022"
big_rob_sydney,"I'm looking at the price of petrol these days and just wondering at what point ICE becomes the pariah, and BEV becomes the saviour. Currently 166.9 means around £140 for a full refill of my old lexus...As it stands, I just cannot see how every future car purchase wont be a BEV. Recharging costs pennies by comparison, and if you have your own PV (and battery) setup at home, it can be near enough free motoring, with a ""full tank"" every single day, and no need to ever set foot in a local suburban service station ever again.I just don't see how cars this maser will survive at all, and even the thought of buying something that is likely to become an ICE orphan product, well, it just doesn't make any sense for MY use case.In saying that, for what it is, I think it's an okay product, although I'd be going for an alfa if this were my target segment.","March 23, 2022"
LuS1fer,"big_rob_sydney said:I'm looking at the price of petrol these days and just wondering at what point ICE becomes the pariah, and BEV becomes the saviour. Currently 166.9 means around £140 for a full refill of my old lexus...As it stands, I just cannot see how every future car purchase wont be a BEV. Recharging costs pennies by comparison, and if you have your own PV (and battery) setup at home, it can be near enough free motoring, with a ""full tank"" every single day, and no need to ever set foot in a local suburban service station ever again.I just don't see how cars this maser will survive at all, and even the thought of buying something that is likely to become an ICE orphan product, well, it just doesn't make any sense for MY use case.In saying that, for what it is, I think it's an okay product, although I'd be going for an alfa if this were my target segment.While the 5p cut in fuel duty is risible, you cannot calculate comparable costs until your electricity cost pretty much doubles throughout the course of the year. I am a light single person user and already have to pay an extra £50 a month to stay on track.There again, being retired, my fuel costs are very low, regardless so could not justify an EV.","March 23, 2022"
CDP,"big_rob_sydney said:I'm looking at the price of petrol these days and just wondering at what point ICE becomes the pariah, and BEV becomes the saviour. Currently 166.9 means around £140 for a full refill of my old lexus...As it stands, I just cannot see how every future car purchase wont be a BEV. Recharging costs pennies by comparison, and if you have your own PV (and battery) setup at home, it can be near enough free motoring, with a ""full tank"" every single day, and no need to ever set foot in a local suburban service station ever again.I just don't see how cars this maser will survive at all, and even the thought of buying something that is likely to become an ICE orphan product, well, it just doesn't make any sense for MY use case.In saying that, for what it is, I think it's an okay product, although I'd be going for an alfa if this were my target segment.If you can afford to pay the £100,00 or so for the top model I'm not sure the cost of the fuel is that much of a bother. Not being able to drive it into a lot of the Asian cities might be more of an issue.A car for the Middle East and USA?","March 23, 2022"
big_rob_sydney,"CDP said:I'm looking at the price of petrol these days and just wondering at what point ICE becomes the pariah, and BEV becomes the saviour. Currently 166.9 means around £140 for a full refill of my old lexus...As it stands, I just cannot see how every future car purchase wont be a BEV. Recharging costs pennies by comparison, and if you have your own PV (and battery) setup at home, it can be near enough free motoring, with a ""full tank"" every single day, and no need to ever set foot in a local suburban service station ever again.I just don't see how cars this maser will survive at all, and even the thought of buying something that is likely to become an ICE orphan product, well, it just doesn't make any sense for MY use case.In saying that, for what it is, I think it's an okay product, although I'd be going for an alfa if this were my target segment.If you can afford to pay the £100,00 or so for the top model I'm not sure the cost of the fuel is that much of a bother. Not being able to drive it into a lot of the Asian cities might be more of an issue.A car for the Middle East and USA?I get the point that ""rich people"" can do whatever they like, and throw money away. But if they were truly rich, instead of a £100,000 car, maybe they'd be driving something more expensive?My point is more aimed at average people with good jobs, who will PCP their car. The monthly rental cost, PLUS the fuel bill (plus whatever else), keeps adding up. At some point, middle class buyers will be starting to ask ""Is it really worth it?""","March 23, 2022"
Water Fairy,"misterblonde said:I have a family. I want a car that carries my three kids and sounds nice. I am consigned to SUVs. I was looking forward to seeing this (not that I can afford one).But this is soooooo dull. Front end of a Puma grafted to the back end of a Focus. Urgh. A wasted opportunity, especially when Maser had some hype after the awesome MC20.Why are you consigned to an SUV? Sounds like you've given up.","March 23, 2022"
Arsecati,"misterblonde said:I have a family. I want a car that carries my three kids and sounds nice. I am consigned to SUVs. I was looking forward to seeing this (not that I can afford one).But this is soooooo dull. Front end of a Puma grafted to the back end of a Focus. Urgh. A wasted opportunity, especially when Maser had some hype after the awesome MC20.'Consigned' to an SUV? Huh? You have heard of estate cars, yeah? Or the vehicle even more suited to your needs - an actual MPV/PC which was effectively designed for your very situation? Such a ludicrous thing to say that you are 'consigned' to an SUV, purely because you have 3 kids!!","March 23, 2022"
renorti,It is a bit lackluster really.,"March 23, 2022"
magic Monkey Dust,"big_rob_sydney said:I get the point that ""rich people"" can do whatever they like, and throw money away. But if they were truly rich, instead of a £100,000 car, maybe they'd be driving something more expensive?My point is more aimed at average people with good jobs, who will PCP their car. The monthly rental cost, PLUS the fuel bill (plus whatever else), keeps adding up. At some point, middle class buyers will be starting to ask ""Is it really worth it?""Anybody looking at these types of cars really shouldn't be worrying about fuel costs. I don't like this macan clone but if i was without taste or partially blind then road tax and mpg are almost inconsequential in this price bracket. I can't tell you how much a petrol Range Rover does to a 100 quid's worth of liquid gold but not much, if potential owners with money in the bank are concerned with costs they would have bought/ will buy a vehicle with those criteria in mind.In this price bracket , owners of these types of SUV who live near me couldn't care less about fuel costs as it simply frees up the roads.","March 24, 2022"
Kawasicki,"Arsecati said:misterblonde said:I have a family. I want a car that carries my three kids and sounds nice. I am consigned to SUVs. I was looking forward to seeing this (not that I can afford one).But this is soooooo dull. Front end of a Puma grafted to the back end of a Focus. Urgh. A wasted opportunity, especially when Maser had some hype after the awesome MC20.'Consigned' to an SUV? Huh? You have heard of estate cars, yeah? Or the vehicle even more suited to your needs - an actual MPV/PC which was effectively designed for your very situation? Such a ludicrous thing to say that you are 'consigned' to an SUV, purely because you have 3 kids!!What estate rear seat carries three kids in their legally required kids seats, without a fairly difficult/annoying fumbling of belts and seats every time you load them in? The biggest estates aren't really wide enough.SUVs and people carriers are. I chose a people carrier, because I'm an engineer. My wife would have preferred a SUV though. Now that the kids are older an estate car is ideal, but my wife still wants a SUV!","March 24, 2022"
pb8g09,"Kawasicki said:What estate rear seat carries three kids in their legally required kids seats, without a fairly difficult/annoying fumbling of belts and seats every time you load them in? The biggest estates aren't really wide enough.SUVs and people carriers are. I chose a people carrier, because I'm an engineer. My wife would have preferred a SUV though. Now that the kids are older an estate car is ideal, but my wife still wants a SUV!How was this problem solved before everyone drove an SUV?...I have 2 brothers and my Mum and Dad managed just fine with a Vauxhall Cavalier and a Peugeot 406 estate. To the point where when the Zafira came, we were almost spoilt for space. Modern day society seems to always want to solve problems that don't exist... Like when people say they need a large car for the one Christmas Eve journey to the in laws with the presents in the boot...","March 24, 2022"
urquattroGus,"Wow, not a looker is it.One paper this would be of interest depending upon price.The Stelvio Quad is so much better looking and it seems like it might drive better too, will be interesting to see what the press say.I had 5 years in a Giulia Quad and have now unexpectedly ended up in a different sort of car, a pre facelift F pace SVR which I'm really enjoying for it's Luxury, boisterous character and practicality, good VFM too.For non daily I owned a 3200 AC and I'm wondering if I can stretch to an MC stradale at some point! Seems like the MC20 and the Granturismo have been the only good looking exciting Maserati's worthy of the badge since they discontinued the Quattroporte V.I drove a diesel Ghibli at some point, yeuch that was horrible. And look at the astronomical prices of the Trofeo Ghibli and Levante....Edited by urquattroGus on Thursday 24th March 16:19","March 24, 2022"
Kawasicki,"pb8g09 said:What estate rear seat carries three kids in their legally required kids seats, without a fairly difficult/annoying fumbling of belts and seats every time you load them in? The biggest estates aren't really wide enough.SUVs and people carriers are. I chose a people carrier, because I'm an engineer. My wife would have preferred a SUV though. Now that the kids are older an estate car is ideal, but my wife still wants a SUV!How was this problem solved before everyone drove an SUV?...I have 2 brothers and my Mum and Dad managed just fine with a Vauxhall Cavalier and a Peugeot 406 estate. To the point where when the Zafira came, we were almost spoilt for space. Modern day society seems to always want to solve problems that don't exist... Like when people say they need a large car for the one Christmas Eve journey to the in laws with the presents in the boot...Easy, people weren’t as bothered about safety.I grew up as the second youngest of 7 kids. 9 people drove in an Opel Rekord.","March 24, 2022"
