Name,Comment,Date
GT3hopeful,"Joeogilvie said:I traded from a Macan to a new StelvioQF last summer - there’s no question as to the better interior quality and sense of solidity in the Macan, but the StelvioQF masks it’s weight far better, and even compared to the more sporty cars in my garage, is fun to drive.The Macan has extremely high residuals, and probably presents the most economic option, but the standard kit on a StelvioQF is impressive and you don’t have to spend big on options - that’s not always taken into account when Macan residuals are being discussed.I considered a Levante, but it was too dated and dynamically weak compared to the StelvioQF, though it’s hard not to find the brand appealing. If the Grecale had been available when I bought the StelvioQF last year, I’d definitely have considered it, but I suspect it would have to have been substantially better dynamically to justify the premium over the StelvioQF.+1","April 02, 2022"
PGIL,My wife has a new Macan GTS and says she will not get out of it for a car that does not have the build quality of a Porsche at at that price point. Sorry for pointing out the fact that there is no longer a Macan Turbo as stated in the article.,"April 03, 2022"
Schermerhorn,The next Macan will be all electric which will be its biggest USP and be a big hit I suspect in bigger ULEZ cities.,"April 03, 2022"
DodgyGeezer,"""inoffensively handsome styling"" - please make an appointment at specsavers","April 03, 2022"
WY86,"A lot of love for the Macan it seems, it is a very nice car however to me it felt it sat between a q3 and q5 in terms of size inside. The GLC, X3 and Q5 are far more practical and roomier.","April 03, 2022"
smilo996,"""(for those times you want to dominate a trackday in your SUV)"" by dint of everyone else keeping their distance as it lurches about the track. Do trackday peeps do SUV only trackdays?Like doing a bike trackday with a Goldwing.Will the chaps really give up their VW badged Audi's and Porsches for one? Won't it be squeezed by the Ferrari as well?","April 03, 2022"
smilo996,"""(for those times you want to dominate a trackday in your SUV)"" by dint of everyone else keeping their distance as it lurches about the track. Do trackday peeps do SUV only trackdays?Like doing a bike trackday with a Goldwing.Will the chaps really give up their VW badged Audi's and Porsches for one? Won't it be squeezed by the Ferrari as well?","April 03, 2022"
jbforce10,"iphonedyou said:Pontus88 said:It's fairly clear that you can obtain the majority of the pro's of a SUV from an estate without some of the cons.It would be refreshing if a company such as Maserati could produce a type of spacious 'estate like car', or something along that theme. Losing the bulk, the 22inch plus wheels, the blobby brick profile, gaping plastic grilles and largely redundant 4wd systems along the way. Maybe the designers and engineers could be asked to be innovative? Rather than follow the market, they might create a new market, they might lead rather than follow. Porsche got there early, and fair play to them for seeing the gap. Now we are seeing multiple marks eyeing up the returns and pile in (better late than never?) to this increasingly saturated market. Hopefully we'll see the inevitable slow death of this segment soon, but we need another innovative company to make the first move...Eh? You so hate SUVs that you wish to see the death of the segment?What an absolutely mental viewpoint.Almost as mental as the suggestion that Maserati ""produce a type of spacious 'estate like car'"" in the current market where SUV sales dwarf those of estate cars.","April 03, 2022"
southerndriver,"Noticed that it has a stupid body kit, taking away one of the advantages of most SUVs which is good ground clearance. I take mine off the road quite often on to uneven ground and the ground clearance is a major advantage over normal cars.","April 03, 2022"
Spleen,"I went over a kerb in my Range Rover today, took me five minutes to find the right setting so went with Rock Crawl in the end, made it without a scratch - phew! Lot of unhappy people behind me though, sad for them.","April 03, 2022"
Hairymonster,"A Maserati salesman recently confided that the Levante has been about as popular as a turd in a swimming pool, and v hard to shift.","April 03, 2022"
hornbaek,"GT3hopeful said:Joeogilvie said:I traded from a Macan to a new StelvioQF last summer - there’s no question as to the better interior quality and sense of solidity in the Macan, but the StelvioQF masks it’s weight far better, and even compared to the more sporty cars in my garage, is fun to drive.The Macan has extremely high residuals, and probably presents the most economic option, but the standard kit on a StelvioQF is impressive and you don’t have to spend big on options - that’s not always taken into account when Macan residuals are being discussed.I considered a Levante, but it was too dated and dynamically weak compared to the StelvioQF, though it’s hard not to find the brand appealing. If the Grecale had been available when I bought the StelvioQF last year, I’d definitely have considered it, but I suspect it would have to have been substantially better dynamically to justify the premium over the StelvioQF.I’m looking for a replacement for my Range Rover SC 5.0 and agee with the above. I would want a smaller car as the RR is too big for driving around Milan and I saw the Grecale in the flesh and it looked good. I think it’s main feature (The Trofeo) is that it is not a Mecan GTS and that it is nicer inside than the Stelvio which in my opinion is let down by some cheap materials inside the cabin.+1","April 03, 2022"
cayman-black,"WY86 said:A lot of love for the Macan it seems, it is a very nice car however to me it felt it sat between a q3 and q5 in terms of size inside. The GLC, X3 and Q5 are far more practical and roomier.Not from, I think they are awful, another very ugly Porsche boring.","April 03, 2022"
DeltaEvo2,"Come on, it's not that bad! Blimey, I've seen more offensive looking cars...BMWs anyone?","April 04, 2022"
ptopman,"Jeep Grand Cherokee looks much better than this. I doubt Stellantis would allow the Jeep to handle quite as well as the Maserati, though.","April 04, 2022"
AlphaDelta,"TCS1 said:It looks an awful lot like the Ford PumaExactly my first thought, and the Puma looks better.","April 04, 2022"
Sandpit Steve,"jbforce10 said:Almost as mental as the suggestion that Maserati ""produce a type of spacious 'estate like car'"" in the current market where SUV sales dwarf those of estate cars.Indeed. While a car enthusiast forum such as this still shows much love for estate cars, in the real world of new car sales a large majority of people are still going for the SUV option. I’m going to run my old E500 wagon until it dies, or until I can afford to upgrade it to an E63!","April 04, 2022"
DodgyGeezer,"AlphaDelta said:TCS1 said:It looks an awful lot like the Ford PumaExactly my first thought, and the Puma looks better.a LOT better!","April 04, 2022"
FlukePlay,"I quite like the look of this and it would probably make a decent family car to do all the usual practical stuff; school run, shopping, family road trips, spirited evening drive to the gym but that's about it. It's not an SUV in the sense that this could never get me to the summer house (mud tracks, varying wade depth stream, gravel and rocks, decent entry/departure angles).For those that are interested in annual, worldwide Maser sales figures:2011 1,655 -15.73*2012 1,087 -34.322013 1,556 43.152014 5,734 268.512015 6,067 5.812016 7,904 30.282017 9,668 22.322018 8,074 -16.492019 5,666 -29.822020 3,435 -39.382021 4,277 24.51indicates % increase/decease over the year before (edit)What does this launch tell you?Edited by FlukePlay on Monday 4th April 11:52","April 04, 2022"
1974foggy,"Crikey, could it look any fatter and blander? The proportions are terrible, those doors look so tall and thin.","April 04, 2022"
PADW,Looks great and must be a hoot to drive-,"April 05, 2022"
MissDarkside,"I'm just really disappointed in its top speed with that Trofeo engine. What's the point of a Maserati if you can't sing along to Joe Walsh's Life's Been Good ""my Maserati does 185, I lost my licence, now I don't drive""?Price will be the most interesting thing. I expect the GT & Modena to come in cheaper than their Porsche equivalents and the Trofeo above the Turbo S. Is it good enough to justify it? Not if this write-up is to be believed.","April 05, 2022"
benjidog,Nice legs shame about the face.,"April 06, 2022"
EDZ,"Thanks all for your comments.👍Went to dealers yesterday to see the car esxpecting the worse. But turns out better than expected. They have damaged the front carbon fiber front spoiler/splitter luckily no paint work damage and apparently it's a bolt on part. New one ordered and should be here from Maserati early next week so hopefully will be picking up the car next weekend, lets hope nothing else goes wrong. 🤞","April 1, 2023"
Tony Mac,👍👍👍,"April 1, 2023"
Trident,"GrecaleQVTrofeo said:We ordered our Grecale Trofeo in February 2022. Finally arrived at the dealership in January 2023. It took so long , because we ordered a trailer hitch. . Now, after two months and about 5.000kms, absolutely no problems, no defects, no issues. Only driving with a lot of fun and pleasure. The best car I have ever driven. Compliments to Maserati!Click to expand...Congrats on getting your Grecale @GrecaleQVTrofeo! What were you driving before you got your SUV?","April 1, 2023"
Trident,"EDZ said:Thanks all for your comments.👍Went to dealers yesterday to see the car esxpecting the worse. But turns out better than expected. They have damaged the front carbon fiber front spoiler/splitter luckily no paint work damage and apparently it's a bolt on part. New one ordered and should be here from Maserati early next week so hopefully will be picking up the car next weekend, lets hope nothing else goes wrong. 🤞View attachment 273Click to expand...Figners crossed you can finally get a resolution and you can go back to enjoying your Grecale!","April 1, 2023"
EDZ,"=H249 did it arrive?Click to expand...Hi 1stMaseratiYes collected the car Saturday and was out having a good drive yesterday. Will post more about it once my son transfers me the pictures he took as I only have the one at present in day light, and a couple of the car greeting me at night 😎 Do like the way the door handles light up and when opening the door a glow of ultra violet and a large projected Trident so as you don't forget what you are getting into. 🤣","April 10, 2023"
Tony Mac,Looking fantastic - Perfect colour for Easter 🐣,"April 10, 2023"
edit,"Absolutely beautiful.This yellow was what I wanted for my Modena but now they are asking over 10.000 euros for it.Btw, this trident projection is also on the poor man's Grecale (read it as Modena ))) ) or only for Trofeo?","April 10, 2023"
EDZ,Sorry these two pics dropped off the post somehow 🤦‍♂️,"April 10, 2023"
EDZ,"edit said:Absolutely beautiful.This yellow was what I wanted for my Modena but now they are asking over 10.000 euros for it.Btw, this trident projection is also on the poor man's Grecale (read it as Modena ))) ) or only for Trofeo?Click to expand...The car is not plain yellow, it's in the giallo couse Fuoriserie rang. It's amazing as the light and sun catches it there is a blue subtle matallic flake in it and then highlights of changing color as the sun picks out higher parts on panels etc, hard to catch on camera. Believe it or not its 21.5k extra on the UK configurator now 😮The trident projected light was a tongue in cheek comment as there is so many Maserati badges etc. just as if you needed to be reminded yet again what you are driving, nice touch though 😂🤣😂","April 10, 2023"
1stMaserati,Excellent!!!! Hope all of the ”weird moments” over the past months now forgotten with the joy of the vehicle being in your possession!!!! ENJOY!!!!!!!!!!,"April 10, 2023"
TF007,Stunning! Very beautiful. Congratulations @EDZ.You will have a lot of fun with your car.It should be possible to retrofit the projected logo (soon). This is also available for other series.,"April 11, 2023"
elchiki,I have just ordered my Grecale Trofeo today !😃😃 🚘Grey lava outside and red inside. Delivery should be end of June. 8.2 % discount.,"April 18, 2023"
EDZ,"GrecaleQVTrofeo said:Well, elchiki wroteend of June, but he did not mention the year.Click to expand...🤣😂🤣I suppose it could be a car the dealer had on order anyway and not a personal spec car, as it's a minimum of 16 weeks from order to build complete and at dealers, at best. But average delivery times in UK are 6-8 months roughly now, obviously depending on your personal spec.","April 19, 2023"
GrecaleQVTrofeo,"Well, elchiki wroteend of June, but he did not mention the year.","April 19, 2023"
EDZ,"elchiki said:I have just ordered my Grecale Trofeo today !😃😃 🚘Grey lava outside and red inside. Delivery should be end of June. 8.2 % discount.Click to expand...Congrats on your order There was a discussion with regards to discount and delivery in an earlier thread in this post. It appears to only be Switzerland that seems to get discount, but as the post said to be on par with other European buyers on price you would need to achieve a discount around 20% to be in line, as Swiss prices are way way above the rest of Europe. Good luck and hope such a short delivery time pans out for you.","April 19, 2023"
elchiki,"GrecaleQVTrofeo said:Well, elchiki wroteend of June, but he did not mention the year.Click to expand...For Switzerland, it is 1^st class service 😂😂","April 19, 2023"
1stMaserati,"Trident said:Figners crossed you can finally get a resolution and you can go back to enjoying your Grecale!Click to expand...Well therein lies the problem…. EDZ is not back to enjoying, he has been waiting since forever to get the Primaserie delivered!!!!!","April 2, 2023"
UKTrofeo,One other point to note is that the screws that Maserati supplies to fix the rear number plate to the rear plate holder are too long and therefore go into the paintwork causing damage. This was spotted by my ppf installer and fully rectified by my dealer free of charge. The dealer checked their other Grecales and ALL of them had damaged paintwork as a result of the long screws. Once rectified and the ppf installed I binned the rear number plate holder and just installed the rear number plate with thick double sided sticky foam pads. (The sticky pads would adhere to the rear number plate holder securely!!),"April 3, 2023"
UKTrofeo,Tony Mac said:May I ask the approximate cost for Full Body PPF?Click to expand...Not cheap. About £5k including full paintwork detail,"April 3, 2023"
UKTrofeo,"I’d suggest not doing the coating on the front where the ppf is going. I had full body ppf install done and my independent xpel installer strongly recommended avoiding the Gtechniq completely as the ppf fits better without it. Xpel actually designed the ppf for the Trofeo with my actual car, as it was the first Trofeo with a full body install","April 3, 2023"
EDZ,"edit said:To be honest, if I was you, I will take the car as it is and return for repairs only when the spare parts needed have arrived.Because it is possible for them to have problems in the suply chain, as the model is new and also a niche model. Maybe you will wait another 1 or 2 moths for the spare parts.Back in 2008 I had a brand new model of Audi A4 and hit a dog with it. As the model of the car was new, I had to wait over 1 month for the spare parts to come, as it was difficult for them to supply. And it wasnt a niche model and it wasnt the times we are living today.My 2 cents.Click to expand...Thanks for your 2 cents edit, appreciated. I have been in discussions with the dealer with regard to different scenarios/outcomes with regards to repairs and further possible delays.The car has also got to be fully ceramic coated (Gtechniq) and protected inside and out along with frontal PPF, which needs doing before collecting really.","April 3, 2023"
Tony Mac,"UKTrofeo said:I’d suggest not doing the coating on the front where the ppf is going. I had full body ppf install done and my independent xpel installer strongly recommended avoiding the Gtechniq completely as the ppf fits better without it. Xpel actually designed the ppf for the Trofeo with my actual car, as it was the first Trofeo with a full body installClick to expand...May I ask the approximate cost for Full Body PPF?","April 3, 2023"
UKTrofeo,But apart from the number plate issue and the tracker fob triggering alerts even when the fob is in the car (this has stopped happening now so maybe a software update was done) the car has been wonderful (now done about 1500 miles),"April 3, 2023"
EDZ,"EDZ said:Thanks for your 2 cents edit, appreciated. I have been in discussions with the dealer with regard to different scenarios/outcomes with regards to repairs and further possible delays.The car has also got to be fully ceramic coated (Gtechniq) and protected inside and out along with frontal PPF, which needs doing before collecting really.Click to expand...UKTrofeo said:I’d suggest not doing the coating on the front where the ppf is going. I had full body ppf install done and my independent xpel installer strongly recommended avoiding the Gtechniq completely as the ppf fits better without it. Xpel actually designed the ppf for the Trofeo with my actual car, as it was the first Trofeo with a full body installClick to expand...Thanks for the pointer UKTrefeo 👍 Will have a word with the detailer before undertaking.Pleased to read things have and are good with your Trefeo.","April 3, 2023"
Tony Mac,"UKTrofeo said:Not cheap. About £5k including full paintwork detailClick to expand...ThanksWe had the same issue with the Tracker Fob for the first week after taking delivery. Leaving the Security Fob in a coat pocket placed on the rear seat or in wife’s handbag, triggered alerts and phone calls.Vodafone got quite annoyed and said take it out of the leather Maserati pouch - we ignored this. But started placing the Key + Fob in the central cup-holder, which stopped the alerts.Dealer said it shouldn’t be an issue leaving the Fob in the pouch, so long as it was in the car.Will experiment placing it in ‘other’ places to see if this has been fixed.","April 3, 2023"
edit,"To be honest, if I was you, I will take the car as it is and return for repairs only when the spare parts needed have arrived.Because it is possible for them to have problems in the suply chain, as the model is new and also a niche model. Maybe you will wait another 1 or 2 moths for the spare parts.Back in 2008 I had a brand new model of Audi A4 and hit a dog with it. As the model of the car was new, I had to wait over 1 month for the spare parts to come, as it was difficult for them to supply. And it wasnt a niche model and it wasnt the times we are living today.My 2 cents.","April 3, 2023"
EDZ,"1stMaserati said:Well therein lies the problem…. EDZ is not back to enjoying, he has been waiting since forever to get the Primaserie delivered!!!!!Click to expand...Very true 1st Maserati But at least it's now finally in the UK at the dealers, taken over thirteen months  which should had been only four to five months  I've seen it so it's true finally here be it damaged  so hopefully will, if nothing else goes wrong, be driving it at the weekend 🤞 Been a long stressful, frustrating and very drawn out process.","April 3, 2023"
edit,"So, my downpayment was on 22nd of february and the dealer called me today to say the production time is week 16, so starting with 17th of April. I will have my Modena on week 19 so no later than 12th of MayGood news","April 4, 2023"
Dai Uy Ted,"Dai Uy Ted said:I ordered a GT today, from Harper Maserati in Knoxville TN. Blue/gray; 20"" wheels w/blue calipers; open pore radica wood trim & ambient lighting; premium pkg; ass't pkg 1; tech pkg (HUD & wireless charger).Dealer could not guess at delivery date. I'll make due in the meanwhile with my Stelvio & Mustang...Click to expand...I recently asked the dealer when my order might be acknowledged by Maserati. They couldn't guess, because at this point the car would be a MY 2024. Since we don't know the pricing, or what colors/options might be offered then, I started looking at alternatives. Decided on a used Levante, letting first owner absorb the depreciation. I bought a 2010 Nero Levante S GranSport at a terrific price.Gotta switch forums...","April 4, 2023"
Tony Mac,"edit said:So, my downpayment was on 22nd of february and the dealer called me today to say the production time is week 16, so starting with 17th of April. I will have my Modena on week 19 so no later than 12th of MayGood newsClick to expand...Did they give you a Year 😂😂","April 4, 2023"
EDZ,"Dai Uy Ted said:I recently asked the dealer when my order might be acknowledged by Maserati. They couldn't guess, because at this point the car would be a MY 2024. Since we don't know the pricing, or what colors/options might be offered then, I started looking at alternatives. Decided on a used Levante, letting first owner absorb the depreciation. I bought a 2010 Nero Levante S GranSport at a terrific price.Gotta switch forums...Click to expand...Congrats on the purchase of the Levante, hope it proves to be a good car for you, the one I'm currently driving on loan is good and have enjoyed the last 5 months with it.You don't have to change forums, owning or buying a Grecale is not a criteria of membership  and hopefully as the forum grows it will have varying topics of interest and you never know could help in any future car purchase.All the best","April 4, 2023"
edit,"Tony Mac said:Did they give you a Year 😂😂Click to expand...No, 2 months and something. It is about february this year","April 4, 2023"
1stMaserati,"Send pics!!!!!!!!!Hope you enjoy the ride home!!! As you also came from a Macan, I think the Grecale just exudes style and grace inside and out. Plus the trofeo should have more kick than a GTS.","April 5, 2023"
EDZ,"Just had phone call. !! Car all repaired and out being ceramic coated PPF etc. Finally collecting the car this Saturday 😊 Do hope the very long wait, all the delays and frustrations will be worth it and it lives up to my expectations. 🤞","April 5, 2023"
Tony Mac,Only 3 more Sleeps before you get the keys 👍Looking forward to hearing your thoughts comparing the Trofeo & Macan,"April 5, 2023"
TF007,@EDZ nice. Looking forward to your first report with pictures,"April 6, 2023"
1stMaserati,@EDZ did it arrive?,"April 9, 2023"
Harry Flashman,"That is almost wilfully ugly. Dumpy, uncohesive and a real mess. Just look at the overhangs!","December 16, 2022"
EDZ,"Just had a phone call from my dealer, can't believe what Iv'e just been told, yet another delay and not to expect my car before February 2023 but more than likely beginning of March 2023 😒 but still no actual confirmed date for arrival. To say I had a few choice words to air with them is an understatement, but hats off to the manufacturer and dealer with a better customer relationship response this time and for now what they have done and given has soften the blow a little, but they still have a little work to do to reinstate my confidence and trust in them, lets wait and see what happens next.","December 16, 2022"
UKTrofeo,"Oh no! That’s no good. I’ve just phoned my UK dealer and on their system my car is still showing as week 52, but I guess there is a good chance mine is going to be further delayed as well. Did they give any reason for the delay?","December 16, 2022"
EDZ,"UKTrofeo said:Oh no! That’s no good. I’ve just phoned my UK dealer and on their system my car is still showing as week 52, but I guess there is a good chance mine is going to be further delayed as well. Did they give any reason for the delay?Click to expand...To be honest I think I have had every excuse in the book since ordering. This time Iv'e been told it's to do with the specialist colour finish which is done out of house, and it's them that are having problems. So you may still be lucky and get yours, will be interesting if you don't then I will know if what Iv'e been told is true or not. Good luck","December 16, 2022"
Maxus,"Whilst they may have similar DNA, this looks to sit much better than the Tonale, which looks a bit gangly to me.I quite like the look of it and hope it leads to seeing more Maseratis on the roads.","December 16, 2022"
Boom78,I’m sorry but that looks hanging I don’t mind an SUV but the proportions and styling look way out,"December 16, 2022"
Turbobanana,"Well, I think we've ticked all the boxes:Italian electricsOverhangsPowerHow much?!?! Non-Germanic colourIt's not a MacanDepreciationPH: predictability matters. Oh, wait, 'Ring time. Damn","December 16, 2022"
pSyCoSiS,"Side and rear look good, but that front end is a bit weird.  Interior not bad.It looks relatively small in the initial shots, but then when you see the one with the drive inside, it seems quite a large car.","December 16, 2022"
wpa1975,"stuckmojo said: It's a Stelvio, isn't it?Yep same platform (FCA Giorgio)","December 16, 2022"
ducnick,"I saw one in a silver at the local maserati dealers recently. It doesn’t look too bad in the metal in a normal colour, but I can’t imagine why anyone would buy oner over a macan, x3, q5, etc to be honest.It’s a competitive sector and the Maserati badged fiat/jeep/Alfa blob has no redeeming qualities other than its badge.","December 16, 2022"
