,Comment,id,date,Pos,Neg,Neu
10,"The perfect wagon. Not too big, not too small, exuberant quality, practical to use, satisfying to drive.","
 @tyronsequeira4146
 ",2 years ago,0.282,0.129,0.589
11,For a second I got really excited that they introduced real exhausts! But this is still better than those atrocious plastic panels on the pre-facelift model,"


@viktorbalko213


 
 @viktorbalko213
 








",2 years ago,0.21,0.054,0.736
12,I love how Audi are not shying away from diesel  engines like other brands ,"
 @craigh9112
 ",2 years ago,0.456,0.0,0.544
13,"Had the petrol one of these on test recently, which is NOT the one to buy. Lack of lowdown power and the ride was too firm as you need Air suspension and only gets 30 mpg on a run. So unless you can get a big discount, the diesels are the ones to go for as the engine suits the car a lot better and has better fuel economy over the petrol. The car is still very spec sensitive, with black alloy wheels to be avoided, plus arguably not as good looking at versions of a few years back too.","
 @djh29971
 ",2 years ago (edited),0.055,0.103,0.842
14,"The top of the range Audi Q5 TFSI e could have been called the Audi SQ5 TFSI e, since it’s got more power than both the petrol and diesel SQ5.","
 @DaveDVideoMaker
 ",2 years ago,0.06,0.0,0.94
15,"Those inserts in the glove box lining are for SD cards which you needed (at least in the prefacelift model) for the audio system. Also this test car doesn’t have the DVD player in the glovebox. So I guess that’s gone due to the new MMI 

All in all they could have updated the dash more snd not had those small cube holes. Even my pre facelift has the thin slot and tiny space at the front from which items fly out!  

The wireless charge pad is annoying. Any tall cups block it from sliding forward so then you can’t access the compartment under the armrest!!

Shame they did not adopt the Q3 centre console","
 @hmi1750
 ",2 years ago,0.0,0.092,0.908
16,"Matt, do a group test with the M135i, S3, Golf R, A35 to see which is best overall. Not just drag races but everything included.","
 @jamesbyrne4156
 ",2 years ago,0.152,0.0,0.848
17,"Really Like to see the SQ5, vorsprug it’s a different beast and gotta be worth the review. Maybe best in its class where as I definitely think there is better options at 2ltr SUV as Matt has shown here.","
 @totom5095
 ",2 years ago,0.312,0.0,0.688
18,When talking about fuel economy it would be nice if editor could add a conversion to l/100km ,"
 @p4duk3s30
 ",2 years ago,0.157,0.0,0.843
19,Cars should do that more with the lights. Have them as options too because sometimes some people just want the nice lights or can’t afford the whole next trim so they gota get stuck with some sorry ass lights. Just make it an option!,"
 @jcabrera8425
 ",2 years ago,0.082,0.141,0.777
20,"Matt really hates a load lip in the boot, I actually prefer it because loose items don’t slide out of the boot when you’ve parked at an incline.","
 @hlulanishihlomule688
 ",5 months ago,0.0,0.186,0.814
21,"I think the SQ5 will replace my Q3 sooner than later. Hopefully, before they make the whole line electric. The US hasn't really bought in well to the whole EV thing.","
 @kmpaton
 ",2 years ago,0.153,0.0,0.847
22,"I would buy Volvo XC60, I think it is a better designed and engineered car overall. Also for the same price you het much more assistant systems(lane keep assist etc.)","
 @yigitfurkankantarc7685
 ",2 years ago,0.1,0.0,0.9
23,"""I got to be fair and consistent across all cars.""

I felt that.","
 @chrisnjugi8309
 ",2 years ago,0.173,0.0,0.827
24,This facelift looks good IMO.,"
 @leeeinfield
 ",2 years ago,0.42,0.0,0.58
25,"I have a 2014 3.0 TFSI SQ5 and recently rented a 2.0 Turbo gasoline X3 for one week during a family vacation, and the X3 is the better all-around car. It’s just more practical and easier to live with","
 @Loachie90
 ",2 years ago,0.153,0.0,0.847
26,"The SQ5 is still much slower than the X3 M and M40i.  If Audi could actually match the performance, I would consider switching over.","
 @Great_America
 ",2 years ago (edited),0.0,0.0,1.0
27,"Great review Mat, as always! Could you make the review of BMW X3 LCI, please? Would be great to know your opinion on these updated germans!","
 @srekalxtb7028
 ",1 year ago (edited),0.325,0.0,0.675
28,Hi Matt does this still have the delay when pulling out of junctions like the pre-facelift (2L diesel) did?,"
 @markstewart7559
 ",2 years ago,0.115,0.106,0.78
29,This video contains just the perfect amount of humor and information. Keep it up Matt!,"
 @usandutz
 ",2 years ago,0.319,0.0,0.681
30,"11:00 Matt you deserve an Oscar award, for the annoying things about the boot. I sure you had a hard time to bring out the annoying things about the load lift.","
 @johndavidson3424
 ",2 years ago (edited),0.158,0.186,0.656
31,I’ve never seen Matt so not in the mood for a car review like this one ,"
 @fawazalshammari4580
 ",2 years ago,0.152,0.0,0.848
32,Big respect to the cameraman at 9:25 very diligently recording matts sillyness. haha,"
 @tobyman360
 ",2 years ago (edited),0.357,0.0,0.643
33,Good review. No doubt. Q5 is the most reliable of this 3 cars!,"
 @odonsaller5238
 ",2 years ago,0.172,0.296,0.533
34,Mat walk the review at a very good pace... And is humorous.,"
 @thomaslau2362
 ",1 month ago,0.392,0.0,0.608
35,"Nice refresh on Audi Q5 ... Audi, Volvo & other over the pond vehicles used to have amber/orange rear turn signals, can see better & safer too. Bring them back !!! Good review !  Slainte' !  Cheers !","
 @tapper701
 ",2 years ago,0.359,0.0,0.641
36,"Is it me, but the more i watch Mat, i wonder why he was never an option for Top Gear!","
 @lucaslefty22
 ",2 years ago (edited),0.128,0.0,0.872
37,"This facelift really works on this car, those wheels are sick too","
 @mali5469
 ",2 years ago,0.0,0.231,0.769
38,Excellent review as usual. Love your sense of humour!,"
 @LETSROCK2NITE
 ",1 year ago,0.653,0.0,0.347
39,"When you pull the back seats a bit forward, you can store the back lid in the little gap that appears behind the seats","
 @potatochip133
 ",4 months ago,0.0,0.0,1.0
40,"The little slit in the center console storage is actually for the key fob itself. At least, that's what it was like in the A4 I drove. Otherwise, it's pretty pointless. lol.","
 @Pkmnrocks08
 ",2 years ago,0.233,0.0,0.767
41,"My 6 year old f10 five series just started having issues with headlights condensation. To see this on a brand new car, like the one in the video, would trigger me so hard.","
 @vlad612
 ",2 years ago,0.075,0.056,0.869
42,"Love the exterior but the interior displays and design needs to change, its starting to age (the seats are nice however)","
 @HassanPoyo
 ",2 years ago,0.249,0.0,0.751
43,The boot space is actually 520 litres not 550 that Matt said.... according to the Audi Q5 site...so I would pick X3. No full leather as standard is crap at this price.,"
 @parmh9161
 ",2 years ago (edited),0.0,0.142,0.858
44,I hope you can do the SQ5 and SQ7 soon as I’m considering both of these.,"
 @MrB8boy
 ",2 years ago,0.172,0.0,0.828
45,"Do a mk3 focus RS vs the GR Yaris, should be interesting, they both cost more or less the same now, 4WD, manual, rally inspired, etc.","
 @goncalosimao9308
 ",2 years ago,0.204,0.0,0.796
46,"Yo, mat is going off with these reviews","
 @Unknown-ml4nt
 ",2 years ago (edited),0.0,0.0,1.0
47,Having room for 3 isofixcar seats is great - however having one of them in the front is a massive negative. We need 3 isofix seats in the back row so 2 adults can ride in the front. Please can you review the best cars for 3+ children,"
 @robertwright6067
 ",2 years ago,0.199,0.069,0.732
48,Love the German accident and every time he throws away the back cover into the bush  hahahaha,"
 @alptop20
 ",2 years ago,0.188,0.139,0.673
49,This looks more sporty than the old,"
 @NICK-rh9fy
 ",2 years ago,0.0,0.0,1.0
50,Carwow! The only car reviews I take seriously.,"
 @tumiforster8937
 ",2 years ago,0.0,0.249,0.751
51,This one looks better then the old one 100%,"
 @ferdowsaziz5289
 ",2 years ago,0.266,0.0,0.734
52,Matt - the reason that there are small back lights when you lift up the tailgate is that in the US it is illegal not to have any lights showing.,"
 @andrewanthony224
 ",2 years ago,0.0,0.114,0.886
53,Matt Watson is like Dominic Toretto. He lives is life a 1/4 mile at a time,"
 @luisfilipepereira2841
 ",2 years ago,0.161,0.0,0.839
54,"Before I start watching Interior, I have to say Fakery and Audi are like Best Friends nothing can separate them.","
 @ProgFaiz
 ",2 years ago,0.395,0.0,0.605
55,"Hi Matt, please review the 2021 Audi Q7 if you can. Would love to hear your thoughts on it!","
 @ronnieoneshot
 ",2 years ago,0.285,0.0,0.715
56,Awesome video as per usual Mat!,"
 @ryanfrisby7389
 ",2 years ago,0.468,0.0,0.532
57,10:50 the car is not allowing the seat to completely fall off because if there is anything fragile on the seat it may crush them...,"
 @warzz4258
 ",2 years ago,0.0,0.062,0.938
58,"Would it be worth moving from a 2019 Q3 to a Q5? Is it that much better? Bigger, bigger engine as standard, more practical for 2 kids?","
 @ianstubbs7739
 ",1 year ago,0.195,0.0,0.805
59,"Audi with a small back window: Yeah that's pretty good
Other cars with small back windows: That's pretty bad

You can tell he like Audis.","
 @senraXD
 ",2 years ago,0.394,0.099,0.507
60,It’s a great day (or night) when Carwow uploads a new video!!!!!,"
 @theunboxingchannel885
 ",2 years ago,0.369,0.0,0.631
61,Thanks for the review - great info as always,"
 @P4JJP
 ",2 years ago,0.538,0.0,0.462
62,These intros are getting better and better everyday️️,"
 @-ME-_RitobanMaitra
 ",2 years ago,0.492,0.0,0.508
63,I am confused between glc and q5 which one is better to buy,"
 @ishaan4085
 ",2 years ago,0.191,0.151,0.658
64,"I think mat u should also check the horn sounds of every car u review, that would also be fun to do","
 @danny.b7971
 ",2 years ago,0.155,0.0,0.845
65,"Must be pretty massive for the boot to carry 7 ""airplane-sized"" carry-on luggages @10:22! Love that humour.","
 @shopafelic
 ",1 year ago,0.454,0.0,0.546
66,"I've ordered one. It's just a clean, tidy, and equipped SUV (hate that term).. Im happy with the choice","
 @ollid124
 ",2 years ago,0.286,0.0,0.714
67,This guy is very entertaining.  I forget that I am trying to learn about vehicles.  Fun!,"
 @jennyswad4322
 ",2 years ago,0.34,0.109,0.551
68,Pre-facelift Q5 looks so nice,"
 @capra4300
 ",1 year ago,0.475,0.0,0.525
69,Would buy one apart from the cost.. maybe a 3 year old one in three years!,"
 @markplenty2631
 ",2 years ago,0.0,0.0,1.0
70,I have both of the Q5’s right now 15 plate and 71 plate and the 15 plate feels much more premium i know the technology aged on them the most of the plastic you touch everyday feels more cheaper and plasticky on 71 plate…,"
 @ged610
 ",1 year ago,0.0,0.0,1.0
71,İ wonder why audi didn’t change the dash like the other audi’s which is gorgeous,"
 @ahmetatakli3811
 ",2 years ago,0.351,0.0,0.649
72,"""I forgot my hands are all dirty""  That made me laugh out WAY harder than it should have.","
 @dwayne965
 ",2 years ago,0.16,0.129,0.711
73,"For every car Mat reviews, he MUST find at least one annoying thing about the boot so he can lead into the 5 Annoying Things . What if its the perfect boot??","
 @milinddixit6583
 ",2 years ago,0.101,0.158,0.741
74,"The engine is probably an optional extra, only comes as standard on the Vorsprung model.","
 @marwood9421
 ",2 years ago,0.0,0.0,1.0
75,Hi Mat and carwow crew! Could you please make a new and updated review of Mercedes EQC? Thank you in advance for the answer!,"
 @Finnspirit
 ",2 years ago,0.204,0.0,0.796
76,"I dont understand why Audi decided not to give this the integrated infotainment screen like in all other new Audis.
This is a last gen interior in a new premium car... Really is a shame","
 @lukasmurmann625
 ",2 years ago,0.072,0.097,0.831
77,Is the fog in the headlights an extra option as well? ,"
 @mariusbakstad3874
 ",2 years ago,0.174,0.0,0.826
78,The front design though ,"
 @nifatchoudhury3623
 ",2 years ago,0.0,0.0,1.0
79,I’m so glad I have this engine….on the A4! ,"
 @georgealex19
 ",9 months ago,0.339,0.0,0.661
80,those little holders in the glove compartment are for SD cards. For your camera or the radio nav thingy in the glove compartment.,"
 @9to5high
 ",2 years ago,0.0,0.0,1.0
81,"I am so annoyed because they got rid of the mmi wheel and it’s all touch controlled now. BMW has both, why can’t Audi? Will keep my 2018 A5 with the mmi wheel as long as I can.","
 @dariopavlovic8640
 ",2 years ago (edited),0.0,0.076,0.924
82,"In the US that car is basically a Premium Plus SQ5, but with a 4 cylinder","
 @Kristian12232
 ",2 years ago,0.0,0.0,1.0
83,"Put it this way at the moment I cannot afford this car but in five years for sure I can get it, but guess what I'm not going to have I will go to x3 at least from this times is coat real exhaust . And my present car it's Audi from 2013 and it's got 2 nice real pipes in the back","
 @robertcazacu4149
 ",2 years ago,0.103,0.043,0.853
84,Could you test the GLC Facelift as well?,"
 @consti9641
 ",2 years ago,0.231,0.0,0.769
85,Awesome car  great job Mat,"
 @auchen888dolly8
 ",2 years ago,0.732,0.0,0.268
86,"This should have the wireless Android Auto, @Matt Watson you missed this important update. I have the 2020 Q5 and it's the same tech as the 2017 model ️","
 @taione888
 ",2 years ago (edited),0.068,0.075,0.856
87,Mat - tell us if/why a Q5 is worth x thousand more than the equivalent A4 Avant,"
 @davethornton1056
 ",2 years ago,0.128,0.0,0.872
88,I prefer the Tiguan 5 seater 2021. Cheaper and I think more spacious inside as well with a built in screen instead of a stuck on ipad!,"
 @stephenhill2404
 ",1 year ago,0.098,0.082,0.82
89,the facelifted one looks like a bigger Q3 from the front side.,"
 @tanzil88
 ",2 years ago,0.2,0.0,0.8
90,"Mat : Hesitating to throw the parcel tray
Me : Throw it, Throw it, Throw it","
 @kimsamgangte2829
 ",2 years ago,0.0,0.156,0.844
91,"Should do a race by car only of your favourite brand to your favourite brands hq, so yianni can only drive a lambo the whole race to get to the lamborghini hq, and you have to drive only bmws for the race to get to bmw hq, 3 car changes have to be done in between.","
 @MrWaheedulHaque
 ",2 years ago,0.0,0.0,1.0
92,Matt's German accent is the best.,"
 @therevealer77-76
 ",2 years ago,0.457,0.0,0.543
93,"Defintely best looking in the segmente, along with the xc60","
 @codrutp8176
 ",2 years ago,0.318,0.0,0.682
94,"Yes, shortlist the Q5 and then go for the GLC","
 @sylvaind.6786
 ",2 years ago,0.231,0.0,0.769
95,How does this compare to the jaguar f pace? Or doesn’t it?,"
 @namelastname9939
 ",2 years ago,0.0,0.0,1.0
96,Looks good but the xc60 looks better IMO,"
 @bigbadbear2962
 ",2 years ago,0.492,0.0,0.508
97,that load lid is to prevent stuff from falling out when you open the boot and the second rear lights are us regulation,"
 @Tony-hj7bm
 ",2 years ago,0.046,0.068,0.886
98,Helpful video. Does anyone watch these videos and wonder what car Mat Watson drives? Which car e choose given all the ones he test drives?,"
 @serenasterling7233
 ",2 years ago,0.121,0.0,0.879
99,I wonder when the gv70 comes out how will it compared,"
 @bertito43
 ",2 years ago,0.0,0.0,1.0
100,"Love that Alfa Romeo logo metal bottle, god job mat","
 @alessandro6011
 ",2 years ago,0.441,0.0,0.559
101,matt is the type of guy to give you your five annoying things after the first date,"
 @juriaandegraaf7296
 ",2 years ago,0.0,0.144,0.856
102,I think Mat slowly grew up until he was 35 and now he's developing backwards again :D,"
 @Gochsener
 ",2 years ago (edited),0.212,0.0,0.788
103,"5:36 that little space is for your keys, as I have seen the q5 keys, they’re huge but perfect to fit there","
 @user-dh4dk5lp5m
 ",1 year ago,0.356,0.0,0.644
104,@carwow could you also please make a review of the new Audi SQ7 TFSI. That would be nice,"
 @kayhandonmaz4170
 ",2 years ago,0.254,0.0,0.746
105,Great looking car,"
 @teun9047
 ",2 years ago,0.672,0.0,0.328
106,"Awesome title! I can already imagine what the others will be:
New A4: better than C class and 3 series?
New S class: better than A8 and 7 series? 
New 5 serires: better than A6 and E class?","
 @wocaomade
 ",2 years ago (edited),0.335,0.0,0.665
107,Imagine carwow without Matt Watson ,"
 @faisalrahman7
 ",2 years ago,0.0,0.0,1.0
108,"The day Mat and Yianni have a running race, its going to break the internet.","
 @suhassubbanna
 ",2 years ago,0.0,0.0,1.0
109,Please review the new 2021 Jaguar F-Pace if possible. I am looking to lease it but would like to get a second opinion from you Mat :),"
 @sujoykar698
 ",2 years ago,0.288,0.0,0.712
110,Mat's scarf is like Audi's exhaust pipes :),"
 @AlehaQ
 ",2 years ago,0.433,0.173,0.394
111,Audi finally listened to Mat about the cup holders at the back.,"
 @mlulekideandladla6520
 ",2 years ago,0.0,0.0,1.0
112,"Another top review, Matt you are superb  Another boring SUV though.
When are you reviewing the I20N?","
 @waynephatg
 ",2 years ago,0.266,0.104,0.631
113,I have been watching Carwow for years but this is the first time I am watching it for a car I’m buying feels super weird,"
 @certifiedbruhmoment2853
 ",1 year ago,0.195,0.075,0.73
114,Considering Audi will sell more of the base model it would make more sense to review the base model.,"
 @tomedward8652
 ",2 years ago,0.0,0.0,1.0
115,Mat's German accent is so hilarious.,"
 @ritwizrai8550
 ",2 years ago,0.411,0.0,0.589
116,"Nice, the interior is the best I’ve seen, better than any other SUV","
 @maxmorris4562
 ",2 years ago (edited),0.497,0.0,0.503
117,At least not as many vents as seen on the civic type r.,"
 @leondries6219
 ",2 years ago,0.0,0.0,1.0
118,'Don't worry there is plenty to like about this car' - no carwow video misses this phrase,"
 @arvinds2595
 ",2 years ago,0.234,0.195,0.571
119,Audi could’ve hid the exhaust a little bit better than they did can see the exhaust bend down right before the fake exhaust tips,"
 @charlie1832
 ",2 years ago,0.085,0.361,0.553
120,Day 5 of asking for a bicycle race between Mat and Yianni,"
 @highoncarsbangladesh8917
 ",2 years ago,0.0,0.0,1.0
121,"Having worked with VW that's precisely what they'd  say ""Why are we giving zis idiot ze car?"". Still laughing ","
 @TheSujanroy
 ",2 years ago,0.225,0.133,0.643
122,Anyone else finds it curious to have an Edition 1 on a redesign?,"
 @flsal2735
 ",2 years ago,0.187,0.0,0.813
123,"Please do a review of the 2021 SQ5 TDI with 48V mild hybrid, wagon or sport back, vorsprung or otherwise!!!!","
 @vignesh69841
 ",2 years ago (edited),0.162,0.0,0.838
124,Need a 2021 Range Rover Vogue/ Discovery / Evoque reviews with the new infotainment and Steering wheel updates. Love!!,"
 @ou6775
 ",2 years ago,0.23,0.0,0.77
125,12:20 those little lights are legal in the us on Audi as they cant have lights on any moving parts of a vehicle,"
 @darrenm7251
 ",2 years ago,0.056,0.0,0.944
126,That suv is gorgeous but the interior is now kinda ageing,"
 @yes8032
 ",2 years ago,0.2,0.0,0.8
127,15:41 they actually went and re-shot that scene from a POV perspective infront of the Q5 instead of just using a generic cut away to pre recorded footage. The camera man/production team either need a pat on the back for attention to detail or a rollocking for wasting time on something so small.... I appreciated it tho ,"
 @HAYDNBBH
 ",2 years ago,0.062,0.084,0.854
128,I'm confused as to why you compare Q5 against X3 and Q7 against X5...in the US the Q5 is comparable to an X5 and the Q7 to an X7,"
 @MilesEakins
 ",1 year ago,0.0,0.076,0.924
129,X3 all the way,"
 @Edwin-km4xk
 ",2 years ago,0.0,0.0,1.0
130,This not just a cupra ateca with a nicer interior? VW does it again ,"
 @SuperGuessy
 ",2 years ago,0.209,0.0,0.791
131,13:25 you made my day ,"
 @halwestjabar1591
 ",2 years ago,0.0,0.0,1.0
132,I’m always happy to hear “ze German”  Mat!  ,"
 @sileonarios
 ",2 years ago (edited),0.363,0.0,0.637
133,"Could I get a price on this Q5? Should get quite a bit off after matt has scratched, bumped and poked it with a stick ","
 @matthewpokora336
 ",2 years ago,0.0,0.0,1.0
134,"LOL!!!! BRAND NEW......and it's already got a 'check engine light' on it!!! Well played Audi, well played!! SERVUS! :)","
 @ksturmer5388
 ",2 years ago,0.503,0.0,0.497
135,The strip at the back should be the light (you know like in Porsche Macan),"
 @ahmedsyed3436
 ",2 years ago,0.152,0.0,0.848
136,"Between those 3, Q5 sells the least in Australia.","
 @gagandsinghforever
 ",2 years ago,0.0,0.0,1.0
137,"@carwow Matt, can you please compare the SQ5, Macan and X3 M40i","
 @MrEpicfail94
 ",2 years ago,0.173,0.0,0.827
138,A6 all the way :),"
 @commentscar3180
 ",2 years ago,0.429,0.0,0.571
139,Review the 2021 X1 please Mat!,"
 @doctorsoncars1393
 ",2 years ago,0.341,0.0,0.659
140,It’s hard time deciding wich car to take.. I’m looking for a sporty car with my girlfriend.. enough space for two of us.. maybe when we need some space if someone riding with us.. we also got a horse.. so suv would be great or something with decent power and prefer all wheel drive .. maybe 3 serie g20 .. or cla 45/35 or a suv .. budget is like 60k Max.. it’s really hard haha,"
 @Desilv
 ",2 years ago (edited),0.124,0.035,0.841
141,Don't like how the rear tail lights disappear once the rear is opened. Those small bumper lights wouldn't be visible enough at all,"
 @kc-dm2bp
 ",2 years ago,0.0,0.16,0.84
142,"My dad loves this car, we wants to get used one  from 2019 series.","
 @vlong8
 ",2 years ago,0.222,0.0,0.778
143,A decent SUV ... at an indecent price.,"
 @laurentiutrifan8173
 ",2 years ago,0.0,0.0,1.0
144,"9:25 There we go, we see a camera man there, right Matt.","
 @johndavidson3424
 ",2 years ago,0.0,0.0,1.0
145,The load lip is practical when parked on an upward incline,"
 @stephenchisadza4975
 ",2 years ago,0.0,0.0,1.0
146,"The reason I'm doing this is because of ""I'm Matt Watson, and this is car wow""... best line.","
 @tumelo9680
 ",2 years ago,0.198,0.0,0.802
147,Black trim on this Q5 looks better than the silver trim,"
 @Raven-uu7lb
 ",2 years ago (edited),0.225,0.0,0.775
148,Love Mat’s German accent,"
 @fredkensington7989
 ",2 years ago,0.583,0.0,0.417
149,Can you please carry out a comparison review with the new 2021 Range Rover Velar?,"
 @ronmathew4192
 ",2 years ago,0.15,0.0,0.85
150,My favorite X3,"
 @NMSHAFKI
 ",2 years ago (edited),0.6,0.0,0.4
151,"The Audi, BMW & Merc in this segment all have older interiors & base designs than the rest of the cars in their stables. Whoever comes out first with their next generation is going to be way ahead.","
 @c3vzn
 ",2 years ago,0.0,0.0,1.0
152,"Matt, the front isofix is the one you use when you're alone so you see your toddler when you drive. Grownup kids go at the back anyway","
 @joliviak9631
 ",2 years ago,0.0,0.071,0.929
153,"Audi is always introducing new facelift models but fail to deliver their orders in time. My Q5 2021 model has been postponed for the fourth time. Original ETA (car was ordered in Apr-21) was Jan-22, then postponed to Feb-22, then Apr-22 and now I a got message the car was postponed until Nov-22. I wouldn't rely on the promises of audi","
 @michielsnils3656
 ",1 year ago,0.091,0.163,0.746
154,Matt I know you guys sometimes find it hard to understand for instance the coin holders or the smaller phone holders on these cars. But you have to understand that they sell these cars globally and here in South Africa for instance we use coins and cash a lot still. As well as a lot of the older folks still have Iphone 5's and 6's so they fir nicely in those smaller areas. I understand for the EU market it might be weird but the EU cars are sold almost as is in the African market so I guess that is why they keep some of these smaller things. I am not an engineer though so I could be 100%,"
 @thesloothy9348
 ",6 months ago,0.058,0.027,0.915
155,"Looks like a pretty uninspired vehicle with lots of competition that's better. and you're right that is the slowest sun shade I've ever seen on a pano roof
I find that car SUV or whatever hugely unappealing..","
 @wildbill6366
 ",2 years ago,0.217,0.0,0.783
156,"Mat,in German, Vorsprung is pronounced as ""Fore-sproong""","
 @advaitkarmarkar6937
 ",2 years ago,0.0,0.0,1.0
157,Why does Mat always get a different stick of truth for the closeup shots than he has for the wide shots ️️,"
 @Auldridgencube
 ",2 years ago,0.103,0.0,0.897
158,"C'mon Matt Watson!!! Test the SQ5 2016 model PLEASE!!!
Twice now just Q5 
Best suv Ive ever had!
V6 bi-turbo diesel, fast, real exhausts, great boot & seats, sounds good, gear box awsome!!","
 @johnquiney7941
 ",2 years ago,0.346,0.047,0.607
159,"The Q5 frame is the same of the cayenne, urus, q7,Q8 is a superior frame not the same for Mercedes and BMW. They use forte the medium size suv the same poor frame of the small size auto","
 @ingegneriafacile
 ",2 years ago,0.084,0.075,0.841
160,"Not sure if it’s better than the GLC, since you guys haven’t reviewed it yet..","
 @Denizceusta
 ",2 years ago,0.162,0.11,0.728
161,what about GLB? better than GLC imo,"
 @mihailgiurgea712
 ",2 years ago,0.326,0.0,0.674
162,"Mat: Puts hands in mouth
Also Mat: I I forgot my hands were dirty 
Me: Its corona time","
 @chinweokafor2238
 ",2 years ago,0.0,0.162,0.838
163,I wish Audi would give the widescreen map view using CarPlay/Auto in the driver’s display. Cmon Audi!!,"
 @sl1pd1p
 ",2 years ago,0.18,0.0,0.82
164,I love his german impression ,"
 @raghavhaldia
 ",2 years ago,0.753,0.0,0.247
165,12:24 that's because it's a Law in US that taillights(break lights) cant be on a moving part and so they fit the light downwards,"
 @UtsavMistry-CMB
 ",2 years ago,0.117,0.0,0.883
166,"Audi must have a different setup for the American market because you can’t have the tailgate go up with no lights on the back , just for the reason mat said makes him uneasy","
 @charlie1832
 ",2 years ago,0.0,0.138,0.862
167,For what you said about silence strong engine this happing to all suv cars. For example BMW X3M or X5M has 0-60 time around 3.5 seconds but you still not feeling the power. The answer is simple: Distance from the ground act like a silent barrier!!!! Thank you for the video!! Carwow is my favorite!!!!,"
 @ioannisstavrou2677
 ",2 years ago (edited),0.184,0.025,0.791
168,The Q5 Facelift looks so nice,"
 @maxigkz
 ",2 years ago,0.42,0.0,0.58
169,Loving the frequency of the great content,"
 @akabadman09
 ",2 years ago,0.615,0.0,0.385
170,When i saw the parcel shelf it felt as if it was very aerodynamic. It was.,"
 @anubhavroy2309
 ",2 years ago,0.0,0.0,1.0
171,Audi hasn’t changed the design on the q5 in ages,"
 @dennislee9776
 ",2 years ago,0.0,0.0,1.0
172,Great! I was thinking of buying this car. It's helpful that you removed it at the right time.,"
 @sangha680
 ",2 years ago,0.324,0.0,0.676
173,Did Mat forgot the fake vent behind the car?,"
 @souradipsarkar3361
 ",2 years ago,0.0,0.279,0.721
174,"Every car gets carbon, we gonna cringe so hard at this in 20 years.","
 @alluraambrose2978
 ",2 years ago,0.0,0.126,0.874
175,Rear light design is exactly the same with the original Q5,"
 @dennisp.alexandratos6618
 ",2 years ago,0.187,0.0,0.813
176,"He never mentions that, although some offers on Carwow look attractive, they are only available if you lock into a toxic PCP scheme. Encouraging debt is not a good idea in my view, it's a disincentive for those who work hard and save money","
 @johnrees8322
 ",1 year ago,0.187,0.124,0.689
