,Comment,id,date,Pos,Neg,Neu
15,"I've been driving this exact same car, same colour, same hybrid version since October 2021. So, here's my take on it. Brilliant!!! I even have the  real M-Sports seats (not these standard seats shown here), which are a delight, both optically and from a comfort aspect. The engine, in Sport Mode, with that extra battery power to boost acceleration, is really amazing. Top speed? Well, I live in Germany so am often on the Autobahn. 200kph is no problem and the car sits like it's stuck to the road. Handling is good, interior is pleasing and very functional, I agree that the front is not the most attractive car on the road. Negatives? The battery range is crap. However.... The displayed battery range depends on how you have driven the car before depleting the battery. If you were pedal to the metal all the time, the range after the next charge will be crap. If you were driving conservatively, accelerating slowly and using the cruise control, you will get a displayed range of over 40 km. What you won't ever get is the advertised 55 kms. My last car was the 2 litre X3 diesel. The car before that was the 3,5 litre 4 Series Grand Coupé. I do have some small complaints, but on the whole am very happy. Oh yeh, I test drove the Mercedes GLC 300e Plug in Hybrid. Full battery, in October, 19 degrees C ambient temperature. Range, 19 kilometers. Yes, Mercedes bullshits too!!!","
 @robertw.1499
 ",12 days ago (edited),0.131,0.046,0.822
16,"I came from a 981 Cayman S that I had driven daily for 10 years to an X3 M40i. I'm so impressed with the car, it's the perfect blend of practicality, comfort, and performance when you need it. Sure it doesn't quite have the poise and fun handling of the Cayman, but it's so much easier to live with in a 1 car garage. I was worried about reviewers saying the ride was harsh, to me on terrible Scottish road surfaces it's really comfortable without being wafty, really quiet on the interior too. Love that this model has proper buttons rather than touchscreen everything. Only thing I really miss is the Burmeister Stereo from the Porsche, the Harman Kardon isn't even close to that (although that was a £3k option so can't expect it to be. I cross shopped with a Macan S / GTS, and the BMW was £20-30k cheaper with similar options, a no brainer.","
 @user-bh5yi2zv8i
 ",5 days ago,0.147,0.093,0.76
17,The facelift has only been available at the dealership for little over a year now. So definitely not a couple of years old.,"
 @mazo7846
 ",12 days ago (edited),0.13,0.0,0.87
18,"Matt, I'd like to see your take on Mazda CX-60. With inline 6 (or even hybrid), rear wheel drive or awd with rear bias, most motoring journalists call it Japanese X3. Some even said it is nicer to sit in than in Genesis, as you mentioned it in this video. But so far I haven't seen a video with brutal practicality honesty as you do.... Heck, maybe even do a comparison test of X3, GLC, CX-60 and Genesis!","
 @TRONICSfer
 ",10 days ago (edited),0.099,0.081,0.82
19,"Loved the review!
I would love to see the BMW X3 30d and see how it compares to the hybrid version","
 @whoopo4376
 ",12 days ago,0.318,0.0,0.682
20,I have an idea! Make a video with all those plug-in-hybrids in only electric mode to see their range in the real world!,"
 @mihailatanasov3808
 ",10 days ago (edited),0.0,0.0,1.0
21,This car looks amazing from every angle especially in the white colour,"
 @bobdave2858
 ",12 days ago (edited),0.257,0.0,0.743
22,"Having lived with an Xdrive30i X3, i loved using it simply because it wasn't all that complicated. It was logically laid out and the boot was large enough to live with. Ended up switching to a G05 Xdrive30d X5 later on","
 @nicholasp7594
 ",12 days ago,0.093,0.0,0.907
23,"X3 , Love this car, I have the same exact color and spec  great car and definitely worth every penny, already took a family vacation so comfy and beautiful to look at","
 @topshelfornoshelf2158
 ",11 days ago (edited),0.416,0.0,0.584
24,I can't get enough of your videos! Each one is better than the last. Keep up the amazing work and keep us hooked with your content,"
 @Victoria_Your_new_girlfriend_8
 ",12 days ago,0.233,0.0,0.767
25,"Would love to see how it drives compared to a Stelvio and a Macan. I'd never buy an SUV but I'd like to see the mechanical differences between them, supposedly they are the three ones with the best handling","
 @nomad6-1
 ",12 days ago,0.255,0.0,0.745
26,I think the best engine for this car is the 3 litre diesel from personal experience,"
 @Speeedandpoweeer
 ",12 days ago,0.244,0.0,0.756
27,Excellent review Matt as always.,"
 @patriciafox9688
 ",10 days ago,0.481,0.0,0.519
28,I have no clue what Matt is talking about. I think the X3 looks great from every angle,"
 @florianhaffner3910
 ",12 days ago,0.202,0.108,0.69
29,"Love your work, Mat.","
 @davidkeenan5989
 ",12 days ago,0.583,0.0,0.417
30,"Happily driving an X3 M40i as a daily. Prefered it over a bulky X5 M50D (yes Diesel, not Petrol - due to low down torque). But also prefer it over the X5 40i. For me it's a perfect all rounder, but I realise I'm probably in the minority :)","
 @yesitsme8943
 ",12 days ago,0.215,0.029,0.756
31,I maybe one of a small few to say this but I much prefer the interior with physical touch buttons rather than a digital screen,"
 @neoman7792
 ",12 days ago,0.0,0.0,1.0
32,I drive a 2019 X3 M40i. It's all the car that I need in terms of size and performance.,"
 @calvinchann1996
 ",12 days ago,0.0,0.0,1.0
33,"If I need to get an A-to-B car, I'd rather have the new X1, cheaper and just as spacious. The all screen interior is well integrated and doesn't look nearly as bad as the 3 series and 7 series.","
 @jkliao6486
 ",8 days ago,0.053,0.088,0.859
34,"I have the exact same car. and yes indeed the electrical side is not the most successful. on the other hand, it is so much more pleasant to drive than these competitors! and there are still real buttons and a real old-fashioned interior which I particularly like","
 @mathisbarbosa5988
 ",11 days ago,0.233,0.06,0.707
35,"Mat is definitely a trend aficionado when he calls things old-fashioned, which he does occasionally when describing some features (like USB 2.0) .","
 @fuzzynutter8344
 ",12 days ago (edited),0.119,0.0,0.881
36,Plugin hybrids and EVs are great for people who need to work in their cars and garage.  Being able to plug into the wall socket effectively turns the garage into a usable extra room in the house.  Can't do that with a pure ICE vehicle.,"
 @doggyppants9846
 ",10 days ago,0.146,0.0,0.854
37,G01 X3 is so underrated. Great value compared to rivals and M40 performance is unreal. Keeps up with most of the best cars and Xdrive works well on country roads.,"
 @JP-mg5hv
 ",12 days ago,0.344,0.0,0.656
38,"as an owner, I cannot recommend one of these enough","
 @Rekeza
 ",12 days ago,0.0,0.209,0.791
39,"hey I just wanna mention that the hybrid models do not necessary handle the least well, in fact the battery pack which is set on the floor of the vehicle helps lowering the mass center.","
 @antoinecolonval8186
 ",12 days ago,0.069,0.102,0.829
40,X3M competition all the way for performance handling and looks the only negative is the price ,"
 @chrisbutcher5179
 ",1 day ago,0.0,0.198,0.802
41,The BMW X3 is truly a budget-friendly alternative to the X5.,"
 @WayApp
 ",10 days ago,0.244,0.0,0.756
42,"As an ix3 owner - the 2022 update - I can only say it is the best BMW choice, no weird high luggage floor and definitely a pretty decent actual range. Plus it has no real disadvantages compared to the iX.
It’s a lot of fun with the rear wheel drive!
Conclusion: Plug-in hybrids are obsolete.","
 @tomvandebeek
 ",12 days ago,0.205,0.165,0.63
43,"Traded my F80 M3 in a few years ago for a face-lifted GO1 X3 and they’re genuinely lovely cars. The pre 2017 models were awful but the GO1 was a huge step up then the facelift just topped it off. 

Picked mine up for £52k and I just couldn’t justify the extra £20k on the X5, it didn’t feel like the huge gap that previously was between the X3 and X5.","
 @user-un9mk6cz1q
 ",11 days ago,0.153,0.026,0.821
44,"I'm currently driving one on a road trip through the US. It's quite nice, my main complaints would be awful audio and a fairly huge blind spot.","
 @Airblader
 ",11 days ago,0.16,0.249,0.592
45,"Hi. To use launch control, you need to do it this way:

1 - Press the brake pedal firmly.

2 - Fully accelerate the vehicle, causing the engine RPM to rise to 2,000 or higher.

3 - Release the brake pedal.

4 - Experience a rapid launch, propelling you to 60 mph in no time.","
 @NSerrao
 ",10 days ago,0.0,0.047,0.953
46,We just bought on of these and we are loving it so far!,"
 @monk7931
 ",12 days ago,0.259,0.0,0.741
47,Please talk about engine specs and engine choices more in the future reviews.,"
 @maxruxa
 ",11 days ago,0.161,0.0,0.839
48,Fun fact it's actually the first time I've heard Mat say you should avoid a car,"
 @lehlohonolompeke6489
 ",11 days ago,0.178,0.119,0.703
49,"Interesting about the lack of regen braking. Currently driving a 530e and it'll come to a complete stop on level ground, although admittedly not fast enough for proper one-pedal driving.","
 @ApurtureSci
 ",12 days ago,0.084,0.14,0.776
50,"I must be one of the luck few, because I just took delivery of my X3 M40i last month, and it's the most comfy car I've ever owned when driving in Comfort mode and on the 19"" wheels.  I was pleasantly surprised since most of the review videos I've seen said that the drive in these was jarring at best.  Maybe it's a brand new car with a new suspension.  But this car is more comfortable than my BMW 5 Series sedan and even my V6 Toyota from  before.","
 @Investor9872
 ",12 days ago,0.161,0.0,0.839
51,Been my favorite normal car since 2015 ,"
 @juicegod777
 ",12 days ago,0.333,0.0,0.667
52,Quite a watchable and informative video ,"
 @ki5168
 ",12 days ago,0.0,0.0,1.0
53,"Best looking beamer after m5cs, but they killed that w the new design too","
 @thiccshrimp
 ",12 days ago,0.131,0.315,0.554
54,Had a brand newone 2 years and getting a brand new one next month even the same colour - absolutely love it,"
 @retiredfirefighteruk1713
 ",2 days ago,0.209,0.0,0.791
55,"For shopping BMW, remember that only buy their inline 6 (either both Gas or Diesel) with mild hybrid. Will never let you down (performances' wise)","
 @yahtadi5152
 ",7 days ago,0.0,0.0,1.0
56,we bought the x3 last year. tought we would get electric seats as standard but got manual adjustments. ordered harman kardon but didnt get that either because of “ship shortages”. and the dashboard is analog while a month later they all get the digital dash. and also no storage nets behind the seats or in the boot… what a shame bmw,"
 @snoopdagg7900
 ",12 days ago,0.0,0.109,0.891
57,"I hear what you're saying about bike meets. I have only gone to a local one at The Raven in Whitchurch with biker friends and we tend to just look at the different bikes and sometimes the owners will come over for a chat. Otherwise it certainly is a bit of a click.
I guess bikers are a strange phenomenon ","
 @senayah
 ",10 days ago,0.098,0.032,0.87
58,This X3 can't look better than this,"
 @fatlindhalili1937
 ",12 days ago,0.0,0.286,0.714
59,The best BMW by far for in such a long time. I love it,"
 @ncabayezwemamba2241
 ",11 days ago (edited),0.457,0.0,0.543
60,"Had a not so good day, came home, saw this video and my face immediately lit up. Thank you Matthew.","
 @kennedymwangi1602
 ",12 days ago,0.111,0.134,0.755
61,Big a fan of your video reviews. Would love to see a review video of BMW X4 in XDrive 30i trim ,"
 @syedarslanhaider310
 ",12 days ago,0.277,0.0,0.723
62,Looks better than actual new M cars ,"
 @zeuslightning911
 ",12 days ago,0.367,0.0,0.633
63,Wow a new BMW that doesnt look awful :),"
 @Blaze-rq4uj
 ",12 days ago,0.456,0.18,0.363
64,just shock with very low electric rage i use diesel trim the annoying things is turn circle very wide thank you Matt for nice review as always.,"
 @superpoon16
 ",12 days ago,0.15,0.311,0.539
65,2 series active tourer PHEV is a better bet and needs reviewing by Matt. 1.5 litre engine and bigger battery with more power and cheaper and quicker than the X3 PHEV… almost as much boot space as well.,"
 @Hurdy_guy
 ",12 days ago,0.189,0.0,0.811
66,"Looks are subjective, I think it’s nice. Infotainment is good too","
 @willgoodchild4343
 ",12 days ago,0.416,0.0,0.584
67,"Finally! I was waiting for this video from a long time, the last x3 review you did was around 5-7 years ago. Great review!","
 @user-fh8zk3pr7p
 ",11 days ago,0.182,0.0,0.818
68,Wow an actual semi-good looking new BMW,"
 @sw6714
 ",12 days ago (edited),0.388,0.0,0.612
69,Very good car! Its cockpit is for sure better than the newer BMWs. More driver focused. The new design with huge screens and no gear shift is not as driver focused as this.,"
 @leandroszoidis9414
 ",12 days ago,0.373,0.049,0.579
70,Mat thank you so much for this insane video!,"
 @okithdesilva129
 ",12 days ago,0.194,0.265,0.542
71,Those Taillights look like the Halo energy sword,"
 @emmanueljames4379
 ",12 days ago,0.434,0.0,0.566
72,I've had 5.8 0-60 out of our X3 using dragy. A tip don't use the launch control,"
 @chriswilliams9976
 ",12 days ago,0.0,0.0,1.0
73,"This will never beat my GLC, but if i were a BMW fan, I’d get this.","
 @dalaanibombina8822
 ",12 days ago,0.185,0.0,0.815
74,My wife recently got the ‘23 X3 with M Sport appearance package. No hybrid in the US. She plans to keep it at least 10 years. She bought the 10 year extended warranty for obvious reasons.,"
 @JRZ67
 ",12 days ago (edited),0.0,0.061,0.939
75,With modern BMs the plastics in the cabin are the least of the concerns.  It is the plastics elsewhere: wouldn't be surprised if it was produced by 3D printer.,"
 @jamescaley9942
 ",12 days ago,0.0,0.056,0.944
76,This X3 is nice looking.,"
 @DoubleDeckerAnton
 ",10 days ago,0.412,0.0,0.588
77,"I couldnt imagine buying an X3 at this point. The plug-in hybrid is so expensive that I'd rather just buy a more spacious EV like an Enyaq for the same price. Sure X3s are typically quite nice to drive, but for me fuel prices are really taking the joy out of driving.","
 @I_THE_ME
 ",12 days ago,0.195,0.0,0.805
78,x3 is USUALLY a 'budget x5' though.. Isn't that the way these things work?,"
 @dna9838
 ",12 days ago (edited),0.0,0.0,1.0
79,"It is a nice car (i like BMW) . But they need to make a new design for the dashboard if they want to stay a full premium car . If not, the MERCEDES and the VOLVO will sold a lot of cars . The weight of the battery is the same for all cars. The range of the X3 is small and the range of the Volvo is huge . There is no miracle : there is more battery in the volvo and so more weight. Anyway, i wish to drive a Mercedes GLC because i think it is the best car of the category. Thank you MAT.","
 @philippestrickler3461
 ",12 days ago,0.224,0.024,0.752
80,"Front looks better on the pre LCI.
Back looks better on the LCI.","
 @erbiok6999
 ",12 days ago,0.345,0.0,0.655
81,Crazy how the X3 is one of the last BMW looking BMW cars that recently came out.,"
 @jaydenandrews02
 ",11 days ago,0.0,0.13,0.87
82,"These cars will be interesting to repair when out of warranty, what would be the cost for a screen replacement?","
 @DaDeMR
 ",12 days ago,0.13,0.0,0.87
83,"I thought the new X3 looks really good in video and in pictures, but I just feel like it doesn't look great in real life, something is off.","
 @lostinwonderland9927
 ",12 days ago,0.163,0.135,0.701
84,The new X1 still looks the deal.,"
 @nickloong
 ",12 days ago,0.0,0.0,1.0
85,"I test drove one, a Xdrive20d , looks sporty and mod on the outside (no fog lights mmm) but feels more like an X1 on the inside, feels smaller than the prev X3, I get a cheap car feeling but this car isn't cheap at all, I swear they took away some standard kit that came with the prev model. Throttle response felt badly delayed and the 20 inch alloy's make the ride feel uncomfortably hard. Good looking car but not an overall keeper.","
 @jacques1161
 ",12 days ago (edited),0.101,0.14,0.759
86,Intresting on the gearbox not auto up shifting. On my x5 40d with the zf8 it will auto upshift if i get to the redline,"
 @realmusicreallife
 ",12 days ago,0.0,0.0,1.0
87,I'm trying to immagine the engineers face when they were asked to fit that battery in the boot. Knowing that it will only make the car worse in every way possible,"
 @andreiarama8745
 ",12 days ago,0.072,0.09,0.838
88,"£47k, loads cheaper that I’d have thought","
 @jamesecroucher
 ",11 days ago,0.0,0.0,1.0
89,"Personally I always thought the x3 looked nicer then the x5, I have a X3 3.0SD Msport and for a ""4x4"" it handles so well and looks great. Also capable of big BHP...id have a X3 over a x5 any day of the week.","
 @northerner7105
 ",12 days ago (edited),0.266,0.0,0.734
90,The best kept secret of BMW is the best BMW is the new X1 with the bigger engine and the M package because it's almost the same size as a X3 and it's better looking including the interior with their new curved and cantilevered screen.,"
 @xorbitman
 ",6 days ago (edited),0.22,0.0,0.78
91,Last year i purchased this one in India i am sure it's value for money,"
 @sureshkumar054
 ",12 days ago,0.299,0.0,0.701
92,Wished they had fitted a one piece retractable to the X1 (2021)  pain in the neck having 2 part rigid parcel shelf,"
 @cabottaxi
 ",12 days ago,0.0,0.211,0.789
93,"indeed the m40s are really fun , I feel like you get a bmw only if you wanna have a bit of fun, if not just go with something else","
 @vasile44521
 ",5 days ago,0.302,0.0,0.698
94,"Sub 7 seconds is pretty quick for a big car.
But does it go off road at all? If not, there is no point having a car that shape.","
 @Sirsethtaggart3505
 ",12 days ago,0.156,0.0,0.844
95,"i would really like to know this spot where Matt does his review, looks so peaceful","
 @minipeople4x4
 ",12 days ago,0.347,0.0,0.653
96,I have this bmw in blue. Love looking at it everyday!,"
 @BlackDeath12345
 ",9 days ago,0.333,0.0,0.667
97,"Definitely wanting for the new C63s,M4 competition and RS5 drag race","
 @user-dy1ez5ml6q
 ",12 days ago,0.199,0.14,0.662
98,I saw in X3M on the road the other day.  One of the few good looking bmws made right now,"
 @sergeysmelnik
 ",12 days ago,0.139,0.0,0.861
99,Road noise is subjective in the UK. We invented tarmac but have the worst and so many variables it’s quite sad.,"
 @sullacicero2610
 ",12 days ago,0.0,0.35,0.65
100,"I had a x3 30d m 2016 in the past, it is unbelievable to see that 7 years after that bmw still hasn't fixed their main x3 problems, eventough the customers have muscle pain from writing a million times the same annoying complaints, is it really because this car is made in and for us marked? Is it that difficult, to insulate the sound in the cabine or to fit seat belt adjustments? I don't think so, because if this was the case, why don't the competitors have to deal with those problems? So sad to see that they just don't listen to their customers feedback","
 @klsupreme251
 ",11 days ago (edited),0.037,0.177,0.786
101,"7:38 Same annoying thing is always on BMW’s SUV and Mat has pointed it out many many times. But still no change of this. I really want to know why BMW has such design which may stop potential customers, including me, from buying a BMW SUV. 
Anyway, loveMat’s car reviews.","
 @Hyperhyper
 ",12 days ago (edited),0.035,0.14,0.825
102,The refresh in 2024 came mainly on X5 hoping you will review it soon!,"
 @user-rv3fu9js8p
 ",12 days ago,0.192,0.0,0.808
103,I was waiting for this ,"
 @toohard2k128
 ",12 days ago,0.0,0.0,1.0
104,Would love to see the ix1 review,"
 @e-series7198
 ",12 days ago,0.412,0.0,0.588
105,We have one from 2018 when they came out for £440 but now if we want one it’s £700 for the exact same car! It’s bonkers.. we just keep extending our lease. I think the days of us all having fancy cars will come to an end soon. The price increases are bonkers,"
 @mrjamesmay3548
 ",12 days ago,0.033,0.0,0.967
106,Nothing in its class can beat the X3,"
 @rg6982
 ",12 days ago (edited),0.0,0.0,1.0
107,I've  the same and I'm happy with it,"
 @johnny1658
 ",12 days ago,0.346,0.0,0.654
108,I'm still waiting for a budget 1 series,"
 @jackcarline5033
 ",12 days ago,0.0,0.0,1.0
109,This car just seems like an afterthought,"
 @VadmyraIL
 ",11 days ago,0.294,0.0,0.706
110,"Are the cool features similar for an x4 m40i because my mum is getting one soon and I need to tell her all about it though watching this, I think she has heard enough from me about knowing my cars since carwow helps me learn car related things.","
 @PinguPenguin-nootnoot
 ",11 days ago,0.1,0.0,0.9
111,The Genesis is next level ,"
 @topvideos6166
 ",11 days ago,0.0,0.0,1.0
112,Exactly what conditions and parameters was this thing under when they quoted 109mpg?,"
 @mattm969
 ",12 days ago,0.0,0.0,1.0
113,My fiance just bought one. We love it!,"
 @patbrick4632
 ",12 days ago,0.391,0.0,0.609
114,It is a best looking car in its segment...,"
 @okristijan1989
 ",12 days ago,0.375,0.0,0.625
115,What about the new X1?? It’s so good.,"
 @YouTubeUserLol
 ",12 days ago,0.369,0.0,0.631
116,Great review Mat!,"
 @ryanfrisby7389
 ",11 days ago,0.687,0.0,0.313
117,"Worth noting a plug in hybrid GLC is £6,000 more at £63,000. That was GLE money just a few years ago","
 @finleydoherty9811
 ",11 days ago,0.095,0.0,0.905
118,Absolutely the best 1-pedal driving car is 2013 VW Tiguan with 2.0 TDI ️,"
 @profatylo2005
 ",10 days ago,0.272,0.0,0.728
119,The new one is coming next year i think.,"
 @aswinanbarasan8219
 ",12 days ago,0.0,0.0,1.0
120,"I used to have an X3 M40i and averaged around 29/30 MPG, 33 MPG on a long motorway run. Why are these hybrids so poor on economy? Could be the burden of lugging around those batteries, motors and electric gear with such a short electric only range.","
 @markstewart7559
 ",11 days ago,0.0,0.141,0.859
121,Mat you missed ANOTHER opportunity to mention how the tail lights are the Energy Sword from Halo!,"
 @SoccerBoi500
 ",10 days ago,0.243,0.103,0.654
122,Should’ve reviewed the X3M or atleast the X3 M40i,"
 @virendrapratapkarad3459
 ",12 days ago,0.0,0.0,1.0
123,The interior seems to be the same as in a 1 series,"
 @deenis1992
 ",12 days ago,0.0,0.0,1.0
124,The BMW X3 imo is 6.8/10 car. Quite good but its as heavy as the X5.,"
 @purwantiallan5089
 ",12 days ago,0.123,0.0,0.877
125,Surely carwow is the only car review channel to go from 5mill subscribers to 8.12 mill real quick...,"
 @barkotsalmog7303
 ",12 days ago,0.146,0.0,0.854
126,Matt when are we going to see the LCI M40i review️ we bought it brand new 6 months ago and I have been waiting for your review!,"
 @AlecOuzounov
 ",12 days ago,0.0,0.0,1.0
127,You can toggle One-Pedal-Driving/rolling with the gearshifter...,"
 @sharkflower123
 ",11 days ago,0.0,0.0,1.0
128,If you press pedal all the way in kickdown will it change automatically in higher gear even if it is in manual? Because some cars do,"
 @karlovlasic2764
 ",12 days ago,0.0,0.0,1.0
129,12:57 the Defender coming back,"
 @anshukori3042
 ",12 days ago,0.259,0.0,0.741
130,I think we all can agree that Carwow makes the best car reviews.,"
 @patrickbateman3110
 ",12 days ago,0.401,0.0,0.599
131,More interesting question X3 or X4 ?,"
 @DavHill77
 ",11 days ago,0.374,0.0,0.626
132,"My next car, in M40i trim. The perfect family all-rounder!","
 @danemoodley
 ",12 days ago,0.307,0.0,0.693
133,"I miss information about EV mode, how strong(slow) it is in EV mode.","
 @740414daan
 ",11 days ago (edited),0.0,0.127,0.873
134,Definitely the X5 is better than this X3! But I love the X3!,"
 @okithdesilva129
 ",12 days ago,0.531,0.0,0.469
135,"I love the look of X3, so I guess I'm a minority here.","
 @JaluAndura
 ",11 days ago,0.318,0.0,0.682
136,"Me: nice car!
Mat: its not the best looking car.
Me: indeed!","
 @hovhannesavetisyan4384
 ",10 days ago,0.167,0.236,0.597
137,I love my X3.,"
 @dumpstergunk9506
 ",12 days ago,0.677,0.0,0.323
138,Nice Design ,"
 @AutoMotoMaroc
 ",12 days ago,0.737,0.0,0.263
139,You know Matt you may be right about this one...,"
 @seevousplaytech5685
 ",12 days ago,0.0,0.0,1.0
140,"Why don't you do a video of the Seat Ibiza FR, Seat Leon FR and the Seat Arona FR?","
 @TheEndless459
 ",12 days ago,0.0,0.0,1.0
141,Love this older console,"
 @ti8864
 ",12 days ago,0.583,0.0,0.417
142,could u get a non plug in to review a standard version (internal combustion),"
 @tamimahmed6390
 ",11 days ago,0.0,0.0,1.0
143,"If it’s still £6K difference between GV70 and this X3, then my choice is GV70 with decent trim!","
 @alexanderselivanov3323
 ",12 days ago,0.0,0.0,1.0
144,didn't he already review the LCI x3?,"
 @mattbuffo9967
 ",12 days ago,0.0,0.0,1.0
145,"Wow, a review on a sunny day!","
 @mfbikle
 ",12 days ago,0.697,0.0,0.303
146,Was 33 miles actually mpg or 33 miles left on tank?  And what engines are available? Did I miss it?,"
 @zarodkiewicz
 ",12 days ago,0.0,0.106,0.894
147,May be Audi rs7(RS6) performance (630hp) vs 63s vs M5 ?,"
 @huseynnabiyev5963
 ",12 days ago,0.0,0.0,1.0
148,Merc GLC over the X3 and the Q5 over both.,"
 @Jassman3536
 ",12 days ago,0.0,0.0,1.0
149,"This model was launched like a year ago, no ? I could order The exact same ","
 @memyselfandi7675
 ",12 days ago,0.247,0.136,0.617
150,"Id rather have a fully equiped Mazda CX5, looks better on the inside aswell.","
 @xzst
 ",11 days ago,0.195,0.0,0.805
151,Have no complaints with my 2021 X3. Physical AC button FTW,"
 @DW-AweDude
 ",12 days ago,0.224,0.295,0.481
152,X3 is £85k starting price in Thailand!,"
 @JamesSayer
 ",12 days ago,0.0,0.0,1.0
153,"Did the X3 have so called run-flat tires? The friendly motoring journalist could mention about it since run-flats can affect comfort and noise levels considerably.
Did you keep up the revs for a while before launch, Mat? Even if the car states it has launch control activated, most BMW's benefit from time spent building boost. Sure Mat knew that and perhaps he used the launch control activated -text as kind of an excuse.","
 @jarkkohaimakainen2378
 ",12 days ago (edited),0.192,0.0,0.808
154,When you dropped the little bottle into the door it almost felt like it was swooshed into the void .. never be seen again Lol XD,"
 @SwoOooOooOsh
 ",7 days ago,0.293,0.0,0.707
155,"REALITY - Ordered new LCI BMW X3 M40I in 2020. Received 18 months later in July 2022. Only bonus, I locked-in 2020 price (Saved crazily £8000+ !). Great car, does everything previous X5 40D family car did & more. Hybrid, any manufacturer/model - No-Way, modern financial rip-off. Negatives, lower seat driving position than an X5, if this is important. Strange wheel sizing especially when changing from summer to winter tyres (Had to buy 4 new tyres plus 4 new wheels at same time. No winter or all season tyres made by any Tyre manufacturer for UK market, for 21 inch BMW X3 LCI wheels - Yet available in N America). Due to date when ordered, wireless charging was deleted. No rear heated seats option when date ordered. Once car passes 3 year point from new, BMW's become expensive to maintain. Positives, drives like a sports car, not an SUV, reasonable petrol fuel economy, does everything X5 did previously. Highly recommend BMW LCI X3 M40I. NOTE: Tyre manufacturers need to keep-up with modern wheel sizing of new vehicles, so consumers can have options to drive safely on winter/summer/all season tyres in UK.","
 @peromalmstrom7668
 ",11 days ago (edited),0.107,0.054,0.839
156,"The number of times you say ""click the popup banner up there or follow the link in the description below"" is amazing","
 @aryankumar6075
 ",12 days ago,0.203,0.0,0.797
157,XM 340i would be the one,"
 @Account1746
 ",12 days ago,0.0,0.0,1.0
158,at least this looks better compared to the other recently released BMWs with horrendous grilles,"
 @rolandchan123
 ",12 days ago,0.147,0.193,0.66
